year,state,county,subgroup_type,subgroup,score_transit_trips,score_transit_trips_quality,share_transportation_cost,share_transportation_cost_quality
2019,13,083,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,085,all,All,1,1,0.30325406481583894,1
2019,13,085,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,085,race-ethnicity,White neighborhoods,1,1,0.30325406481583894,1
2019,13,085,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,087,all,All,1,1,0.4052965093216977,1
2019,13,087,race-ethnicity,Neighborhoods of color,1,1,0.39351865955826354,1
2019,13,087,race-ethnicity,White neighborhoods,1,1,0.46110836677987027,1
2019,13,087,race-ethnicity,Mixed neighborhoods,1,1,0.3697795686181559,1
2019,13,089,all,All,9,1,0.23398614199323042,1
2019,13,089,race-ethnicity,Neighborhoods of color,7,1,0.2393915305919526,1
2019,13,089,race-ethnicity,White neighborhoods,11,1,0.22683324322236811,1
2019,13,089,race-ethnicity,Mixed neighborhoods,9,1,0.21616285931046111,1
2019,13,091,all,All,1,1,0.42601206082852644,1
2019,13,091,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,091,race-ethnicity,White neighborhoods,1,1,0.4277177068214804,1
2019,13,091,race-ethnicity,Mixed neighborhoods,1,1,0.4215689981096408,1
2019,13,093,all,All,1,1,0.46282868525896415,1
2019,13,093,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,093,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,093,race-ethnicity,Mixed neighborhoods,1,1,0.46282868525896415,1
2019,13,095,all,All,2,1,0.3299448470091237,1
2019,13,095,race-ethnicity,Neighborhoods of color,2,1,0.3164991853283316,1
2019,13,095,race-ethnicity,White neighborhoods,3,1,0.3499999999999999,1
2019,13,095,race-ethnicity,Mixed neighborhoods,1,1,0.3837826453243471,1
2019,13,097,all,All,0,1,0.2746601744363348,1
2019,13,097,race-ethnicity,Neighborhoods of color,0,1,0.26576410860128025,1
2019,13,097,race-ethnicity,White neighborhoods,0,1,0.3089529050008092,1
2019,13,097,race-ethnicity,Mixed neighborhoods,0,1,0.2765506129154556,1
2019,13,099,all,All,1,1,0.537766323024055,1
2019,13,099,race-ethnicity,Neighborhoods of color,0,1,0.53,1
2019,13,099,race-ethnicity,White neighborhoods,1,1,0.51,1
2019,13,099,race-ethnicity,Mixed neighborhoods,1,1,0.5502762662201759,1
2019,13,101,all,All,1,2,0.43415759128763615,2
2019,13,101,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,101,race-ethnicity,White neighborhoods,1,2,0.43415759128763615,2
2019,13,101,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,103,all,All,1,1,0.34106272435291896,1
2019,13,103,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,103,race-ethnicity,White neighborhoods,1,1,0.34106272435291896,1
2019,13,103,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,105,all,All,1,1,0.44353882788728666,1
2019,13,105,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,105,race-ethnicity,White neighborhoods,1,1,0.45647071217867674,1
2019,13,105,race-ethnicity,Mixed neighborhoods,1,1,0.42172058300746534,1
2019,13,107,all,All,1,1,0.44283176344342434,1
2019,13,107,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,107,race-ethnicity,White neighborhoods,1,1,0.46184189406099513,1
2019,13,107,race-ethnicity,Mixed neighborhoods,1,1,0.41498971495739057,1
2019,13,109,all,All,1,1,0.3842437810945274,1
2019,13,109,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,109,race-ethnicity,White neighborhoods,1,1,0.39182164634146344,1
2019,13,109,race-ethnicity,Mixed neighborhoods,1,1,0.37,1
2019,13,111,all,All,1,1,0.36664392774788623,1
2019,13,111,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,111,race-ethnicity,White neighborhoods,1,1,0.36664392774788623,1
2019,13,111,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,113,all,All,0,1,0.2840709941665633,1
2019,13,113,race-ethnicity,Neighborhoods of color,0,1,0.29579941860465114,1
2019,13,113,race-ethnicity,White neighborhoods,0,1,0.2852531484002723,1
2019,13,113,race-ethnicity,Mixed neighborhoods,0,1,0.277027998328458,1
2019,13,115,all,All,2,1,0.34086493455534067,1
2019,13,115,race-ethnicity,Neighborhoods of color,2,1,0.30016527456904213,1
2019,13,115,race-ethnicity,White neighborhoods,1,1,0.3633123373955908,1
2019,13,115,race-ethnicity,Mixed neighborhoods,2,1,0.308593884317819,1
2019,13,117,all,All,0,1,0.29690591898688007,1
2019,13,117,race-ethnicity,Neighborhoods of color,0,1,0.29494397011739587,1
2019,13,117,race-ethnicity,White neighborhoods,0,1,0.3015189101614899,1
2019,13,117,race-ethnicity,Mixed neighborhoods,0,1,0.2804050762722728,1
2019,13,119,all,All,1,1,0.3980224586288416,1
2019,13,119,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,119,race-ethnicity,White neighborhoods,1,1,0.3980224586288416,1
2019,13,119,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,121,all,All,22,1,0.22783684384864183,1
2019,13,121,race-ethnicity,Neighborhoods of color,18,1,0.22848911993977639,1
2019,13,121,race-ethnicity,White neighborhoods,25,1,0.22938132771856903,1
2019,13,121,race-ethnicity,Mixed neighborhoods,23,1,0.22357022895107315,1
2019,13,123,all,All,1,1,0.34967556775642633,1
2019,13,123,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,123,race-ethnicity,White neighborhoods,1,1,0.34967556775642633,1
2019,13,123,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,125,all,All,1,1,0.42,1
2019,13,125,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,125,race-ethnicity,White neighborhoods,1,1,0.42,1
2019,13,125,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,127,all,All,1,1,0.3170183768574695,1
2019,13,127,race-ethnicity,Neighborhoods of color,1,1,0.2746812529513616,1
2019,13,127,race-ethnicity,White neighborhoods,1,1,0.3398176898509581,1
2019,13,127,race-ethnicity,Mixed neighborhoods,1,1,0.27009766373037153,1
2019,13,129,all,All,1,1,0.38858080832644326,1
2019,13,129,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,129,race-ethnicity,White neighborhoods,1,1,0.38858080832644326,1
2019,13,129,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,131,all,All,1,1,0.408353765323993,1
2019,13,131,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,131,race-ethnicity,White neighborhoods,1,1,0.43335734870317005,1
2019,13,131,race-ethnicity,Mixed neighborhoods,1,1,0.3974402515723271,1
2019,13,133,all,All,1,1,0.3388937184520471,1
2019,13,133,race-ethnicity,Neighborhoods of color,1,1,0.32346722243273973,1
2019,13,133,race-ethnicity,White neighborhoods,1,1,0.3452042273636104,1
2019,13,133,race-ethnicity,Mixed neighborhoods,1,1,0.3576612903225806,1
2019,13,135,all,All,0,1,0.2731450243752771,1
2019,13,135,race-ethnicity,Neighborhoods of color,0,1,0.2571296633555787,1
2019,13,135,race-ethnicity,White neighborhoods,0,1,0.2992235071984895,1
2019,13,135,race-ethnicity,Mixed neighborhoods,0,1,0.2910496607336021,1
2019,13,137,all,All,1,1,0.3743582799392298,1
2019,13,137,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,137,race-ethnicity,White neighborhoods,1,1,0.37888157894736846,1
2019,13,137,race-ethnicity,Mixed neighborhoods,1,1,0.35,1
2019,13,139,all,All,1,1,0.31354208105420184,1
2019,13,139,race-ethnicity,Neighborhoods of color,2,1,0.3051774262505344,1
2019,13,139,race-ethnicity,White neighborhoods,1,1,0.31850703346189,1
2019,13,139,race-ethnicity,Mixed neighborhoods,1,1,0.2975307692307692,1
2019,13,141,all,All,1,1,0.3997948890383322,1
2019,13,141,race-ethnicity,Neighborhoods of color,1,1,0.39,1
2019,13,141,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,141,race-ethnicity,Mixed neighborhoods,1,1,0.42,1
2019,13,143,all,All,1,1,0.2856710187405631,1
2019,13,143,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,143,race-ethnicity,White neighborhoods,1,1,0.2856710187405631,1
2019,13,143,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,145,all,All,1,1,0.415533892727871,1
2019,13,145,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,145,race-ethnicity,White neighborhoods,1,1,0.415533892727871,1
2019,13,145,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,147,all,All,1,1,0.3897290165431848,1
2019,13,147,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,147,race-ethnicity,White neighborhoods,1,1,0.3897290165431848,1
2019,13,147,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,149,all,All,1,1,0.2985450910706353,1
2019,13,149,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,149,race-ethnicity,White neighborhoods,1,1,0.2985450910706353,1
2019,13,149,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,151,all,All,0,1,0.2861773531269741,1
2019,13,151,race-ethnicity,Neighborhoods of color,0,1,0.2705586259211097,1
2019,13,151,race-ethnicity,White neighborhoods,0,1,0.3110392118031488,1
2019,13,151,race-ethnicity,Mixed neighborhoods,0,1,0.2901170922962806,1
2019,13,153,all,All,1,1,0.2943918255748738,1
2019,13,153,race-ethnicity,Neighborhoods of color,1,1,0.2514396203199156,1
2019,13,153,race-ethnicity,White neighborhoods,1,1,0.31691069642002695,1
2019,13,153,race-ethnicity,Mixed neighborhoods,2,1,0.2847600253717668,1
2019,13,155,all,All,1,2,0.4575698407930309,2
2019,13,155,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,155,race-ethnicity,White neighborhoods,1,2,0.48,2
2019,13,155,race-ethnicity,Mixed neighborhoods,1,2,0.44999999999999996,2
2019,13,157,all,All,1,1,0.3142946559613226,1
2019,13,157,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,157,race-ethnicity,White neighborhoods,1,1,0.3142946559613226,1
2019,13,157,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,159,all,All,1,1,0.3035660413846451,1
2019,13,159,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,159,race-ethnicity,White neighborhoods,1,1,0.3035660413846451,1
2019,13,159,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,161,all,All,1,1,0.4650577760939572,1
2019,13,161,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,161,race-ethnicity,White neighborhoods,1,1,0.4650577760939572,1
2019,13,161,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,163,all,All,1,1,0.487899011299435,1
2019,13,163,race-ethnicity,Neighborhoods of color,1,1,0.4837475853187379,1
2019,13,163,race-ethnicity,White neighborhoods,0,1,0.56,1
2019,13,163,race-ethnicity,Mixed neighborhoods,1,1,0.47,1
2019,13,165,all,All,1,1,0.5594133023525995,1
2019,13,165,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,165,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,165,race-ethnicity,Mixed neighborhoods,1,1,0.5594133023525995,1
2019,13,167,all,All,1,1,0.456009431181845,1
2019,13,167,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,167,race-ethnicity,White neighborhoods,1,1,0.48118909512761016,1
2019,13,167,race-ethnicity,Mixed neighborhoods,1,2,0.43,2
2019,13,169,all,All,1,1,0.41011027006821793,1
2019,13,169,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,169,race-ethnicity,White neighborhoods,1,1,0.4190936665857802,1
2019,13,169,race-ethnicity,Mixed neighborhoods,1,1,0.38,1
2019,13,171,all,All,1,1,0.286837080381891,1
2019,13,171,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,171,race-ethnicity,White neighborhoods,1,1,0.3,1
2019,13,171,race-ethnicity,Mixed neighborhoods,1,1,0.27795202476141345,1
2019,13,173,all,All,1,1,0.42,1
2019,13,173,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,173,race-ethnicity,White neighborhoods,1,1,0.42,1
2019,13,173,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,175,all,All,1,1,0.4196050635865126,1
2019,13,175,race-ethnicity,Neighborhoods of color,1,1,0.3665539182853315,1
2019,13,175,race-ethnicity,White neighborhoods,1,1,0.45004229447528404,1
2019,13,175,race-ethnicity,Mixed neighborhoods,1,1,0.3529782686141788,1
2019,13,177,all,All,1,1,0.4076853119499315,1
2019,13,177,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,177,race-ethnicity,White neighborhoods,1,1,0.4076853119499315,1
2019,13,177,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,179,all,All,2,1,0.3172237598467107,1
2019,13,179,race-ethnicity,Neighborhoods of color,2,1,0.31120727092251377,1
2019,13,179,race-ethnicity,White neighborhoods,1,1,0.37,1
2019,13,179,race-ethnicity,Mixed neighborhoods,1,1,0.32182928842661385,1
2019,13,181,all,All,1,1,0.3511884892086331,1
2019,13,181,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,181,race-ethnicity,White neighborhoods,1,1,0.3511884892086331,1
2019,13,181,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,183,all,All,1,1,0.3718138718173837,1
2019,13,183,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,183,race-ethnicity,White neighborhoods,1,1,0.36,1
2019,13,183,race-ethnicity,Mixed neighborhoods,1,1,0.38,1
2019,13,185,all,All,1,1,0.37910154546775826,1
2019,13,185,race-ethnicity,Neighborhoods of color,2,1,0.3119207177515334,1
2019,13,185,race-ethnicity,White neighborhoods,1,1,0.4141217903886502,1
2019,13,185,race-ethnicity,Mixed neighborhoods,1,1,0.38227154046997386,1
2019,13,187,all,All,1,1,0.3602791702679343,1
2019,13,187,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,187,race-ethnicity,White neighborhoods,1,1,0.3602791702679343,1
2019,13,187,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,189,all,All,1,1,0.33115908254630194,1
2019,13,189,race-ethnicity,Neighborhoods of color,1,1,0.3135561797752809,1
2019,13,189,race-ethnicity,White neighborhoods,1,1,0.3448029610276508,1
2019,13,189,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,191,all,All,1,1,0.35477821913273755,1
2019,13,191,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,191,race-ethnicity,White neighborhoods,1,1,0.3515028279019661,1
2019,13,191,race-ethnicity,Mixed neighborhoods,1,1,0.36,1
2019,13,193,all,All,1,1,0.483824531516184,1
2019,13,193,race-ethnicity,Neighborhoods of color,1,1,0.47985777341834235,1
2019,13,193,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,193,race-ethnicity,Mixed neighborhoods,1,1,0.51,1
2019,13,195,all,All,1,1,0.3805826507818318,1
2019,13,195,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,195,race-ethnicity,White neighborhoods,1,1,0.3805826507818318,1
2019,13,195,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,197,all,All,1,1,0.395387323943662,1
2019,13,197,race-ethnicity,Neighborhoods of color,1,1,0.39,1
2019,13,197,race-ethnicity,White neighborhoods,1,1,0.4,1
2019,13,197,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,199,all,All,1,1,0.29460191280586256,1
2019,13,199,race-ethnicity,Neighborhoods of color,1,1,0.2899999999999999,1
2019,13,199,race-ethnicity,White neighborhoods,1,1,0.31,1
2019,13,199,race-ethnicity,Mixed neighborhoods,1,1,0.2840088495575221,1
2019,13,201,all,All,1,2,0.41070295756536646,2
2019,13,201,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,201,race-ethnicity,White neighborhoods,1,2,0.424188772362739,2
2019,13,201,race-ethnicity,Mixed neighborhoods,1,2,0.38,2
2019,13,205,all,All,1,1,0.4463643197193686,1
2019,13,205,race-ethnicity,Neighborhoods of color,1,1,0.39,1
2019,13,205,race-ethnicity,White neighborhoods,1,1,0.4649153846153846,1
2019,13,205,race-ethnicity,Mixed neighborhoods,1,1,0.45,1
2019,13,207,all,All,1,1,0.4127438524590164,1
2019,13,207,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,207,race-ethnicity,White neighborhoods,1,1,0.4238435725348477,1
2019,13,207,race-ethnicity,Mixed neighborhoods,1,1,0.37,1
2019,13,209,all,All,1,1,0.43965127542783333,1
2019,13,209,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,209,race-ethnicity,White neighborhoods,1,1,0.45957087126137836,1
2019,13,209,race-ethnicity,Mixed neighborhoods,1,1,0.42,1
2019,13,211,all,All,1,1,0.30295447997695185,1
2019,13,211,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,211,race-ethnicity,White neighborhoods,1,1,0.31082677165354333,1
2019,13,211,race-ethnicity,Mixed neighborhoods,1,1,0.29,1
2019,13,213,all,All,1,1,0.381140771637122,1
2019,13,213,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,213,race-ethnicity,White neighborhoods,1,1,0.381140771637122,1
2019,13,213,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,215,all,All,3,1,0.31119201748237324,1
2019,13,215,race-ethnicity,Neighborhoods of color,3,1,0.30055821209346495,1
2019,13,215,race-ethnicity,White neighborhoods,3,1,0.32505675692815017,1
2019,13,215,race-ethnicity,Mixed neighborhoods,3,1,0.3146434934370795,1
2019,13,217,all,All,1,1,0.28740585661029766,1
2019,13,217,race-ethnicity,Neighborhoods of color,2,1,0.27272491810771693,1
2019,13,217,race-ethnicity,White neighborhoods,1,1,0.30860376044568244,1
2019,13,217,race-ethnicity,Mixed neighborhoods,1,1,0.28330968314117555,1
2019,13,219,all,All,1,1,0.3922759442747523,1
2019,13,219,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,219,race-ethnicity,White neighborhoods,1,1,0.3922759442747523,1
2019,13,219,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,221,all,All,1,1,0.39321889930985665,1
2019,13,221,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,221,race-ethnicity,White neighborhoods,1,1,0.39321889930985665,1
2019,13,221,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,223,all,All,0,1,0.2977416086605752,1
2019,13,223,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,223,race-ethnicity,White neighborhoods,0,1,0.29914784696027036,1
2019,13,223,race-ethnicity,Mixed neighborhoods,0,1,0.29313877976429087,1
2019,13,225,all,All,1,1,0.3005297947908444,1
2019,13,225,race-ethnicity,Neighborhoods of color,1,1,0.2974985819625638,1
2019,13,225,race-ethnicity,White neighborhoods,1,1,0.303837425211471,1
2019,13,225,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,227,all,All,1,1,0.29399140546006064,1
2019,13,227,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,227,race-ethnicity,White neighborhoods,1,1,0.29399140546006064,1
2019,13,227,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,229,all,All,1,1,0.44087400681044264,1
2019,13,229,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,229,race-ethnicity,White neighborhoods,1,1,0.44087400681044264,1
2019,13,229,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,231,all,All,1,1,0.31408269575126163,1
2019,13,231,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,231,race-ethnicity,White neighborhoods,1,1,0.31408269575126163,1
2019,13,231,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,233,all,All,1,1,0.38670767389280486,1
2019,13,233,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,233,race-ethnicity,White neighborhoods,1,1,0.38228056957733747,1
2019,13,233,race-ethnicity,Mixed neighborhoods,1,1,0.42,1
2019,13,235,all,All,1,1,0.38427176566314075,1
2019,13,235,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,235,race-ethnicity,White neighborhoods,1,1,0.42,1
2019,13,235,race-ethnicity,Mixed neighborhoods,1,1,0.3761338661338661,1
2019,13,237,all,All,1,1,0.35022266979970906,1
2019,13,237,race-ethnicity,Neighborhoods of color,1,1,0.34,1
2019,13,237,race-ethnicity,White neighborhoods,1,1,0.35405658739802115,1
2019,13,237,race-ethnicity,Mixed neighborhoods,1,1,0.36,1
2019,13,239,all,All,1,2,0.54,2
2019,13,239,race-ethnicity,Neighborhoods of color,1,2,0.54,2
2019,13,239,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,239,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,241,all,All,1,1,0.4075607925547884,1
2019,13,241,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,241,race-ethnicity,White neighborhoods,1,1,0.4075607925547884,1
2019,13,241,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,243,all,All,1,1,0.5350137093615355,1
2019,13,243,race-ethnicity,Neighborhoods of color,1,1,0.53,1
2019,13,243,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2019,13,243,race-ethnicity,Mixed neighborhoods,1,1,0.55,1
2019,13,245,all,All,1,1,0.29673221288515395,1
2019,13,245,race-ethnicity,Neighborhoods of color,1,1,0.2959539510202269,1
2019,13,245,race-ethnicity,White neighborhoods,0,1,0.32334778072076414,1
2019,13,245,race-ethnicity,Mixed neighborhoods,1,1,0.2754006617752841,1
2019,13,247,all,All,0,1,0.27245913244947867,1
2019,13,247,race-ethnicity,Neighborhoods of color,0,1,0.25573430202387126,1
2019,13,247,race-ethnicity,White neighborhoods,0,1,0.29,1
2019,13,247,race-ethnicity,Mixed neighborhoods,0,1,0.3009121909633419,1
2019,13,249,all,All,1,1,0.47523605150214593,1
2019,13,249,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,249,race-ethnicity,White neighborhoods,1,1,0.47523605150214593,1
2019,13,249,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2019,13,251,all,All,1,1,0.4430914083954492,1
2019,13,251,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2019,13,251,race-ethnicity,White neighborhoods,1,1,0.44580197409006783,1
2019,13,251,race-ethnicity,Mixed neighborhoods,1,1,0.4383566810344828,1
