state,place,environmental,subgroup,subgroup_type,geoid,environmental_quality,year
06,22230,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,22804,35,All,all,NA,1,2014
06,22804,31,High Poverty,poverty,NA,1,2014
06,22804,36,Not High Poverty,poverty,NA,1,2014
06,22804,36,Majority Non-White,race-ethnicity,NA,1,2014
06,22804,38,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,22804,33,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,23182,55,All,all,NA,1,2014
06,23182,NA,High Poverty,poverty,NA,NA,2014
06,23182,56,Not High Poverty,poverty,NA,1,2014
06,23182,53,Majority Non-White,race-ethnicity,NA,1,2014
06,23182,69,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,23182,58,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,24638,29,All,all,NA,1,2014
06,24638,NA,High Poverty,poverty,NA,NA,2014
06,24638,28,Not High Poverty,poverty,NA,1,2014
06,24638,31,Majority Non-White,race-ethnicity,NA,1,2014
06,24638,28,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,24638,30,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,24680,22,All,all,NA,1,2014
06,24680,31,High Poverty,poverty,NA,1,2014
06,24680,22,Not High Poverty,poverty,NA,1,2014
06,24680,22,Majority Non-White,race-ethnicity,NA,1,2014
06,24680,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,24680,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,26000,62,All,all,NA,1,2014
06,26000,NA,High Poverty,poverty,NA,NA,2014
06,26000,62,Not High Poverty,poverty,NA,1,2014
06,26000,62,Majority Non-White,race-ethnicity,NA,1,2014
06,26000,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,26000,61,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,27000,6,All,all,NA,1,2014
06,27000,5,High Poverty,poverty,NA,1,2014
06,27000,7,Not High Poverty,poverty,NA,1,2014
06,27000,5,Majority Non-White,race-ethnicity,NA,1,2014
06,27000,8,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,27000,8,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,28000,9,All,all,NA,1,2014
06,28000,NA,High Poverty,poverty,NA,NA,2014
06,28000,9,Not High Poverty,poverty,NA,1,2014
06,28000,8,Majority Non-White,race-ethnicity,NA,1,2014
06,28000,9,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,28000,10,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,29000,7,All,all,NA,1,2014
06,29000,NA,High Poverty,poverty,NA,NA,2014
06,29000,7,Not High Poverty,poverty,NA,1,2014
06,29000,7,Majority Non-White,race-ethnicity,NA,1,2014
06,29000,3,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,29000,3,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,30000,18,All,all,NA,1,2014
06,30000,NA,High Poverty,poverty,NA,NA,2014
06,30000,18,Not High Poverty,poverty,NA,1,2014
06,30000,10,Majority Non-White,race-ethnicity,NA,1,2014
06,30000,19,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,30000,18,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,32548,4,All,all,NA,1,2014
06,32548,4,High Poverty,poverty,NA,1,2014
06,32548,4,Not High Poverty,poverty,NA,1,2014
06,32548,4,Majority Non-White,race-ethnicity,NA,1,2014
06,32548,3,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,32548,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,33000,50,All,all,NA,1,2014
06,33000,NA,High Poverty,poverty,NA,NA,2014
06,33000,50,Not High Poverty,poverty,NA,1,2014
06,33000,49,Majority Non-White,race-ethnicity,NA,1,2014
06,33000,69,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,33000,58,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,33182,55,All,all,NA,1,2014
06,33182,52,High Poverty,poverty,NA,1,2014
06,33182,55,Not High Poverty,poverty,NA,1,2014
06,33182,56,Majority Non-White,race-ethnicity,NA,1,2014
06,33182,52,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,33182,56,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,33434,70,All,all,NA,1,2014
06,33434,NA,High Poverty,poverty,NA,NA,2014
06,33434,70,Not High Poverty,poverty,NA,1,2014
06,33434,67,Majority Non-White,race-ethnicity,NA,1,2014
06,33434,74,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,33434,71,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,36000,26,All,all,NA,1,2014
06,36000,NA,High Poverty,poverty,NA,NA,2014
06,36000,26,Not High Poverty,poverty,NA,1,2014
06,36000,3,Majority Non-White,race-ethnicity,NA,1,2014
06,36000,30,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,36000,17,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,36448,56,All,all,NA,1,2014
06,36448,58,High Poverty,poverty,NA,1,2014
06,36448,57,Not High Poverty,poverty,NA,1,2014
06,36448,55,Majority Non-White,race-ethnicity,NA,1,2014
06,36448,57,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,36448,61,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,36546,3,All,all,NA,1,2014
06,36546,5,High Poverty,poverty,NA,1,2014
06,36546,3,Not High Poverty,poverty,NA,1,2014
06,36546,3,Majority Non-White,race-ethnicity,NA,1,2014
06,36546,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,36546,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,36770,25,All,all,NA,1,2014
06,36770,35,High Poverty,poverty,NA,1,2014
06,36770,23,Not High Poverty,poverty,NA,1,2014
06,36770,30,Majority Non-White,race-ethnicity,NA,1,2014
06,36770,25,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,36770,23,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,37692,16,All,all,NA,1,2014
06,37692,NA,High Poverty,poverty,NA,NA,2014
06,37692,16,Not High Poverty,poverty,NA,1,2014
06,37692,16,Majority Non-White,race-ethnicity,NA,1,2014
06,37692,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,37692,18,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,39496,42,All,all,NA,1,2014
06,39496,NA,High Poverty,poverty,NA,NA,2014
06,39496,42,Not High Poverty,poverty,NA,1,2014
06,39496,34,Majority Non-White,race-ethnicity,NA,1,2014
06,39496,44,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,39496,42,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,39892,5,All,all,NA,1,2014
06,39892,NA,High Poverty,poverty,NA,NA,2014
06,39892,5,Not High Poverty,poverty,NA,1,2014
06,39892,4,Majority Non-White,race-ethnicity,NA,1,2014
06,39892,4,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,39892,5,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,40130,64,All,all,NA,1,2014
06,40130,62,High Poverty,poverty,NA,1,2014
06,40130,63,Not High Poverty,poverty,NA,1,2014
06,40130,62,Majority Non-White,race-ethnicity,NA,1,2014
06,40130,67,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,40130,67,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,41992,69,All,all,NA,1,2014
06,41992,NA,High Poverty,poverty,NA,NA,2014
06,41992,69,Not High Poverty,poverty,NA,1,2014
06,41992,59,Majority Non-White,race-ethnicity,NA,1,2014
06,41992,70,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,41992,68,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,43000,1,All,all,NA,1,2014
06,43000,0,High Poverty,poverty,NA,1,2014
06,43000,1,Not High Poverty,poverty,NA,1,2014
06,43000,1,Majority Non-White,race-ethnicity,NA,1,2014
06,43000,1,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,43000,1,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,44000,12,All,all,NA,1,2014
06,44000,6,High Poverty,poverty,NA,1,2014
06,44000,14,Not High Poverty,poverty,NA,1,2014
06,44000,10,Majority Non-White,race-ethnicity,NA,1,2014
06,44000,16,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,44000,17,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,45484,25,All,all,NA,1,2014
06,45484,NA,High Poverty,poverty,NA,NA,2014
06,45484,25,Not High Poverty,poverty,NA,1,2014
06,45484,23,Majority Non-White,race-ethnicity,NA,1,2014
06,45484,24,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,45484,25,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,46842,38,All,all,NA,1,2014
06,46842,NA,High Poverty,poverty,NA,NA,2014
06,46842,38,Not High Poverty,poverty,NA,1,2014
06,46842,37,Majority Non-White,race-ethnicity,NA,1,2014
06,46842,35,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,46842,39,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,46898,16,All,all,NA,1,2014
06,46898,13,High Poverty,poverty,NA,1,2014
06,46898,18,Not High Poverty,poverty,NA,1,2014
06,46898,14,Majority Non-White,race-ethnicity,NA,1,2014
06,46898,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,46898,20,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,47766,63,All,all,NA,1,2014
06,47766,NA,High Poverty,poverty,NA,NA,2014
06,47766,63,Not High Poverty,poverty,NA,1,2014
06,47766,63,Majority Non-White,race-ethnicity,NA,1,2014
06,47766,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,47766,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,48256,46,All,all,NA,1,2014
06,48256,NA,High Poverty,poverty,NA,NA,2014
06,48256,46,Not High Poverty,poverty,NA,1,2014
06,48256,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,48256,47,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,48256,42,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,48354,25,All,all,NA,1,2014
06,48354,22,High Poverty,poverty,NA,1,2014
06,48354,25,Not High Poverty,poverty,NA,1,2014
06,48354,23,Majority Non-White,race-ethnicity,NA,1,2014
06,48354,24,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,48354,26,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,49270,35,All,all,NA,1,2014
06,49270,31,High Poverty,poverty,NA,1,2014
06,49270,36,Not High Poverty,poverty,NA,1,2014
06,49270,35,Majority Non-White,race-ethnicity,NA,1,2014
06,49270,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,49270,36,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,49670,55,All,all,NA,1,2014
06,49670,NA,High Poverty,poverty,NA,NA,2014
06,49670,55,Not High Poverty,poverty,NA,1,2014
06,49670,54,Majority Non-White,race-ethnicity,NA,1,2014
06,49670,59,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,49670,54,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,50076,33,All,all,NA,1,2014
06,50076,NA,High Poverty,poverty,NA,NA,2014
06,50076,33,Not High Poverty,poverty,NA,1,2014
06,50076,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,50076,36,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,50076,31,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,50258,64,All,all,NA,1,2014
06,50258,57,High Poverty,poverty,NA,1,2014
06,50258,64,Not High Poverty,poverty,NA,1,2014
06,50258,63,Majority Non-White,race-ethnicity,NA,1,2014
06,50258,65,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,50258,64,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,51182,42,All,all,NA,1,2014
06,51182,NA,High Poverty,poverty,NA,NA,2014
06,51182,42,Not High Poverty,poverty,NA,1,2014
06,51182,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,51182,42,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,51182,34,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,52526,5,All,all,NA,1,2014
06,52526,NA,High Poverty,poverty,NA,NA,2014
06,52526,5,Not High Poverty,poverty,NA,1,2014
06,52526,5,Majority Non-White,race-ethnicity,NA,1,2014
06,52526,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,52526,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,53000,46,All,all,NA,1,2014
06,53000,44,High Poverty,poverty,NA,1,2014
06,53000,46,Not High Poverty,poverty,NA,1,2014
06,53000,49,Majority Non-White,race-ethnicity,NA,1,2014
06,53000,43,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,53000,39,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,53322,38,All,all,NA,1,2014
06,53322,NA,High Poverty,poverty,NA,NA,2014
06,53322,38,Not High Poverty,poverty,NA,1,2014
06,53322,36,Majority Non-White,race-ethnicity,NA,1,2014
06,53322,38,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,53322,39,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,53896,20,All,all,NA,1,2014
06,53896,26,High Poverty,poverty,NA,1,2014
06,53896,20,Not High Poverty,poverty,NA,1,2014
06,53896,20,Majority Non-White,race-ethnicity,NA,1,2014
06,53896,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,53896,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,53980,10,All,all,NA,1,2014
06,53980,NA,High Poverty,poverty,NA,NA,2014
06,53980,11,Not High Poverty,poverty,NA,1,2014
06,53980,9,Majority Non-White,race-ethnicity,NA,1,2014
06,53980,13,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,53980,11,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,54652,32,All,all,NA,1,2014
06,54652,NA,High Poverty,poverty,NA,NA,2014
06,54652,32,Not High Poverty,poverty,NA,1,2014
06,54652,32,Majority Non-White,race-ethnicity,NA,1,2014
06,54652,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,54652,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,55156,73,All,all,NA,1,2014
06,55156,70,High Poverty,poverty,NA,1,2014
06,55156,73,Not High Poverty,poverty,NA,1,2014
06,55156,74,Majority Non-White,race-ethnicity,NA,1,2014
06,55156,70,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,55156,68,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,56000,18,All,all,NA,1,2014
06,56000,NA,High Poverty,poverty,NA,NA,2014
06,56000,18,Not High Poverty,poverty,NA,1,2014
06,56000,21,Majority Non-White,race-ethnicity,NA,1,2014
06,56000,18,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,56000,17,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,56700,37,All,all,NA,1,2014
06,56700,NA,High Poverty,poverty,NA,NA,2014
06,56700,37,Not High Poverty,poverty,NA,1,2014
06,56700,37,Majority Non-White,race-ethnicity,NA,1,2014
06,56700,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,56700,36,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,57456,47,All,all,NA,1,2014
06,57456,NA,High Poverty,poverty,NA,NA,2014
06,57456,47,Not High Poverty,poverty,NA,1,2014
06,57456,47,Majority Non-White,race-ethnicity,NA,1,2014
06,57456,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,57456,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,57792,65,All,all,NA,1,2014
06,57792,NA,High Poverty,poverty,NA,NA,2014
06,57792,65,Not High Poverty,poverty,NA,1,2014
06,57792,61,Majority Non-White,race-ethnicity,NA,1,2014
06,57792,67,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,57792,64,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,58072,20,All,all,NA,1,2014
06,58072,21,High Poverty,poverty,NA,1,2014
06,58072,20,Not High Poverty,poverty,NA,1,2014
06,58072,20,Majority Non-White,race-ethnicity,NA,1,2014
06,58072,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,58072,22,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,59444,14,All,all,NA,1,2014
06,59444,10,High Poverty,poverty,NA,1,2014
06,59444,14,Not High Poverty,poverty,NA,1,2014
06,59444,10,Majority Non-White,race-ethnicity,NA,1,2014
06,59444,15,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,59444,14,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,59451,36,All,all,NA,1,2014
06,59451,NA,High Poverty,poverty,NA,NA,2014
06,59451,37,Not High Poverty,poverty,NA,1,2014
06,59451,32,Majority Non-White,race-ethnicity,NA,1,2014
06,59451,44,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,59451,39,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,59920,13,All,all,NA,1,2014
06,59920,NA,High Poverty,poverty,NA,NA,2014
06,59920,13,Not High Poverty,poverty,NA,1,2014
06,59920,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,59920,13,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,59920,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,60102,73,All,all,NA,1,2014
06,60102,NA,High Poverty,poverty,NA,NA,2014
06,60102,73,Not High Poverty,poverty,NA,1,2014
06,60102,70,Majority Non-White,race-ethnicity,NA,1,2014
06,60102,80,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,60102,70,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,60466,24,All,all,NA,1,2014
06,60466,22,High Poverty,poverty,NA,1,2014
06,60466,24,Not High Poverty,poverty,NA,1,2014
06,60466,24,Majority Non-White,race-ethnicity,NA,1,2014
06,60466,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,60466,NA,Mixed Race and Ethnicity,race-ethnicity,NA,NA,2014
06,60620,1,All,all,NA,1,2014
06,60620,NA,High Poverty,poverty,NA,NA,2014
06,60620,1,Not High Poverty,poverty,NA,1,2014
06,60620,1,Majority Non-White,race-ethnicity,NA,1,2014
06,60620,1,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,60620,3,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,62000,22,All,all,NA,1,2014
06,62000,19,High Poverty,poverty,NA,1,2014
06,62000,23,Not High Poverty,poverty,NA,1,2014
06,62000,22,Majority Non-White,race-ethnicity,NA,1,2014
06,62000,26,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,62000,23,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,62938,9,All,all,NA,1,2014
06,62938,NA,High Poverty,poverty,NA,NA,2014
06,62938,9,Not High Poverty,poverty,NA,1,2014
06,62938,NA,Majority Non-White,race-ethnicity,NA,NA,2014
06,62938,9,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,62938,7,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,64000,15,All,all,NA,1,2014
06,64000,13,High Poverty,poverty,NA,1,2014
06,64000,15,Not High Poverty,poverty,NA,1,2014
06,64000,17,Majority Non-White,race-ethnicity,NA,1,2014
06,64000,10,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,64000,13,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,64224,30,All,all,NA,1,2014
06,64224,31,High Poverty,poverty,NA,1,2014
06,64224,30,Not High Poverty,poverty,NA,1,2014
06,64224,31,Majority Non-White,race-ethnicity,NA,1,2014
06,64224,24,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,64224,25,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,65000,27,All,all,NA,1,2014
06,65000,31,High Poverty,poverty,NA,1,2014
06,65000,27,Not High Poverty,poverty,NA,1,2014
06,65000,25,Majority Non-White,race-ethnicity,NA,1,2014
06,65000,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,65000,50,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,65042,48,All,all,NA,1,2014
06,65042,NA,High Poverty,poverty,NA,NA,2014
06,65042,48,Not High Poverty,poverty,NA,1,2014
06,65042,62,Majority Non-White,race-ethnicity,NA,1,2014
06,65042,51,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,65042,34,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,66000,33,All,all,NA,1,2014
06,66000,21,High Poverty,poverty,NA,1,2014
06,66000,34,Not High Poverty,poverty,NA,1,2014
06,66000,27,Majority Non-White,race-ethnicity,NA,1,2014
06,66000,43,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,66000,32,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,67000,40,All,all,NA,1,2014
06,67000,29,High Poverty,poverty,NA,1,2014
06,67000,40,Not High Poverty,poverty,NA,1,2014
06,67000,46,Majority Non-White,race-ethnicity,NA,1,2014
06,67000,25,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,67000,41,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,68000,40,All,all,NA,1,2014
06,68000,19,High Poverty,poverty,NA,1,2014
06,68000,41,Not High Poverty,poverty,NA,1,2014
06,68000,43,Majority Non-White,race-ethnicity,NA,1,2014
06,68000,36,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,68000,35,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,68084,50,All,all,NA,1,2014
06,68084,NA,High Poverty,poverty,NA,NA,2014
06,68084,50,Not High Poverty,poverty,NA,1,2014
06,68084,50,Majority Non-White,race-ethnicity,NA,1,2014
06,68084,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,68084,52,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,68196,40,All,all,NA,1,2014
06,68196,NA,High Poverty,poverty,NA,NA,2014
06,68196,40,Not High Poverty,poverty,NA,1,2014
06,68196,44,Majority Non-White,race-ethnicity,NA,1,2014
06,68196,43,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,68196,37,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,68252,62,All,all,NA,1,2014
06,68252,NA,High Poverty,poverty,NA,NA,2014
06,68252,63,Not High Poverty,poverty,NA,1,2014
06,68252,52,Majority Non-White,race-ethnicity,NA,1,2014
06,68252,69,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,68252,64,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,68378,62,All,all,NA,1,2014
06,68378,NA,High Poverty,poverty,NA,NA,2014
06,68378,62,Not High Poverty,poverty,NA,1,2014
06,68378,64,Majority Non-White,race-ethnicity,NA,1,2014
06,68378,62,"Majority White, Non-Hispanic",race-ethnicity,NA,1,2014
06,68378,61,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,69000,11,All,all,NA,1,2014
06,69000,12,High Poverty,poverty,NA,1,2014
06,69000,11,Not High Poverty,poverty,NA,1,2014
06,69000,11,Majority Non-White,race-ethnicity,NA,1,2014
06,69000,NA,"Majority White, Non-Hispanic",race-ethnicity,NA,NA,2014
06,69000,12,Mixed Race and Ethnicity,race-ethnicity,NA,1,2014
06,69070,71,All,all,NA,1,2014
06,69070,NA,High Poverty,poverty,NA,NA,2014
06,69070,71,Not High Poverty,poverty,NA,1,2014
