state,county,state_name,county_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
35,027,New Mexico,Lincoln County,0.6:1.7,3,31.7:38.5,3,4.4:6.0,3,63.3:53.8,3
35,028,New Mexico,Los Alamos County,0.0:0.1,3,46.6:57.5,3,6.2:10.6,3,47.2:31.7,3
35,029,New Mexico,Luna County,0.6:1.7,3,31.7:38.5,3,4.4:6.0,3,63.3:53.8,3
35,031,New Mexico,McKinley County,0.4:0.6,2,22.8:19.7,2,61.0:67.1,2,15.8:12.7,2
35,033,New Mexico,Mora County,0.0:0.1,3,46.6:57.5,3,6.2:10.6,3,47.2:31.7,3
35,035,New Mexico,Otero County,0.6:1.7,2,31.7:38.5,2,4.4:6.0,2,63.3:53.8,2
35,037,New Mexico,Quay County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,039,New Mexico,Rio Arriba County,0.0:0.1,3,46.6:57.5,3,6.2:10.6,3,47.2:31.7,3
35,041,New Mexico,Roosevelt County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,043,New Mexico,Sandoval County,1.6:1.8,1,30.0:35.4,1,11.8:13.8,1,56.7:49.0,1
35,045,New Mexico,San Juan County,0.0:1.1,1,20.5:22.8,1,24.7:33.9,1,54.7:42.2,1
35,047,New Mexico,San Miguel County,0.0:0.1,3,46.6:57.5,3,6.2:10.6,3,47.2:31.7,3
35,049,New Mexico,Santa Fe County,0.1:0.5,1,33.0:42.1,1,5.2:7.0,1,61.7:50.3,1
35,051,New Mexico,Sierra County,0.6:1.7,3,31.7:38.5,3,4.4:6.0,3,63.3:53.8,3
35,053,New Mexico,Socorro County,0.6:1.7,3,31.7:38.5,3,4.4:6.0,3,63.3:53.8,3
35,055,New Mexico,Taos County,0.0:0.1,3,46.6:57.5,3,6.2:10.6,3,47.2:31.7,3
35,057,New Mexico,Torrance County,0.0:0.1,3,36.5:40.6,3,7.5:10.2,3,56.0:49.1,3
35,059,New Mexico,Union County,1.3:2.5,3,35.2:44.9,3,2.7:3.0,3,60.8:49.6,3
35,061,New Mexico,Valencia County,0.0:0.1,2,36.5:40.6,2,7.5:10.2,2,56.0:49.1,2
36,001,New York,Albany County,3.8:11.2,1,4.1:4.8,1,12.1:9.9,1,80.0:74.1,1
36,003,New York,Allegany County,0.6:1.3,2,0.9:2.4,2,4.3:5.2,2,94.1:91.1,2
36,005,New York,Bronx County,29.4:29.7,1,34.5:54.6,1,11.7:6.1,1,24.4:9.6,1
36,007,New York,Broome County,1.9:5.0,1,1.7:3.6,1,7.5:7.1,1,88.9:84.3,1
36,009,New York,Cattaraugus County,0.6:1.3,2,0.9:2.4,2,4.3:5.2,2,94.1:91.1,2
36,011,New York,Cayuga County,0.0:0.1,2,1.3:1.1,2,5.1:6.5,2,93.5:92.3,2
36,013,New York,Chautauqua County,1.3:1.7,1,3.2:7.0,1,1.4:2.3,1,94.1:88.9,1
36,015,New York,Chemung County,1.4:2.3,2,1.9:2.1,2,6.1:4.7,2,90.6:90.9,2
36,017,New York,Chenango County,0.3:0.3,3,2.7:2.8,3,5.1:3.9,3,91.9:93.0,3
36,019,New York,Clinton County,NA:0.3,NA,1.3:1.7,2,7.5:6.7,2,91.2:91.3,2
36,021,New York,Columbia County,1.0:2.7,2,1.7:3.9,2,3.6:4.5,2,93.7:88.9,2
36,023,New York,Cortland County,2.0:1.4,2,2.0:1.6,2,5.9:4.6,2,90.1:92.4,2
36,025,New York,Delaware County,0.3:0.3,3,2.7:2.8,3,5.1:3.9,3,91.9:93.0,3
36,027,New York,Dutchess County,5.5:8.5,1,7.5:11.5,1,8.2:7.3,1,78.8:72.7,1
36,029,New York,Erie County,5.7:11.7,1,1.8:5.0,1,5.4:5.7,1,87.1:77.6,1
36,031,New York,Essex County,NA:0.3,NA,1.3:1.7,3,7.5:6.7,3,91.2:91.3,3
36,033,New York,Franklin County,NA:0.3,NA,1.3:1.7,3,7.5:6.7,3,91.2:91.3,3
36,035,New York,Fulton County,0.3:1.3,2,3.6:8.0,2,7.3:4.6,2,88.8:86.1,2
36,037,New York,Genesee County,0.7:1.0,2,0.7:1.9,2,3.2:3.6,2,95.4:93.5,2
36,039,New York,Greene County,1.0:2.7,2,1.7:3.9,2,3.6:4.5,2,93.7:88.9,2
36,041,New York,Hamilton County,NA:0.3,NA,1.3:1.7,3,7.5:6.7,3,91.2:91.3,3
36,043,New York,Herkimer County,0.0:0.0,2,2.5:1.7,2,2.3:3.7,2,95.2:94.5,2
36,045,New York,Jefferson County,1.7:3.0,1,2.0:5.0,1,3.4:5.4,1,92.9:86.6,1
36,047,New York,Kings County,18.2:27.6,1,7.4:16.9,1,20.0:16.7,1,54.3:38.8,1
36,049,New York,Lewis County,1.7:3.0,3,2.0:5.0,3,3.4:5.4,3,92.9:86.6,3
36,051,New York,Livingston County,1.5:1.0,2,2.3:4.4,2,3.5:5.2,2,92.6:89.4,2
36,053,New York,Madison County,2.0:1.4,2,2.0:1.6,2,5.9:4.6,2,90.1:92.4,2
36,055,New York,Monroe County,6.0:12.3,1,4.0:7.4,1,5.5:6.4,1,84.5:73.8,1
36,057,New York,Montgomery County,0.3:1.3,2,3.6:8.0,2,7.3:4.6,2,88.8:86.1,2
36,059,New York,Nassau County,7.3:9.7,1,10.0:13.8,1,16.3:13.5,1,66.4:62.9,1
36,061,New York,New York County,3.2:11.1,1,5.9:21.5,1,18.0:16.8,1,72.9:50.6,1
36,063,New York,Niagara County,21.6:6.5,1,0.8:2.3,1,2.9:5.1,1,74.7:86.1,1
36,065,New York,Oneida County,2.0:3.5,1,5.6:5.8,1,3.1:6.4,1,89.4:84.3,1
36,067,New York,Onondaga County,4.1:10.5,1,3.7:4.3,1,4.1:6.1,1,88.2:79.0,1
36,069,New York,Ontario County,1.5:1.0,2,2.3:4.4,2,3.5:5.2,2,92.6:89.4,2
36,071,New York,Orange County,9.1:11.3,1,15.6:18.3,1,8.4:6.9,1,66.8:63.5,1
36,073,New York,Orleans County,0.7:1.0,3,0.7:1.9,3,3.2:3.6,3,95.4:93.5,3
36,075,New York,Oswego County,NA,NA,1.0:0.5,1,2.8:3.8,1,96.2:95.6,1
36,077,New York,Otsego County,0.0:0.4,2,2.1:3.0,2,3.3:4.4,2,94.5:92.3,2
36,079,New York,Putnam County,5.0:3.1,2,13.3:14.0,2,5.3:4.4,2,76.4:78.5,2
36,081,New York,Queens County,14.9:16.1,1,13.9:24.7,1,36.6:30.3,1,34.6:29.0,1
36,083,New York,Rensselaer County,2.2:6.1,1,2.2:4.1,1,5.0:6.8,1,90.6:83.0,1
36,085,New York,Richmond County,3.6:8.4,1,10.4:17.9,1,16.1:13.4,1,69.8:60.3,1
36,087,New York,Rockland County,6.7:10.4,1,8.2:16.0,1,14.2:9.1,1,70.9:64.5,1
36,089,New York,St. Lawrence County,NA,NA,0.9:1.0,1,5.0:2.8,1,94.2:96.2,1
36,091,New York,Saratoga County,0.9:1.3,1,1.7:3.1,1,6.8:5.7,1,90.7:89.9,1
36,093,New York,Schenectady County,5.5:10.2,1,2.6:5.2,1,9.3:8.7,1,82.6:75.9,1
36,095,New York,Schoharie County,0.0:0.4,3,2.1:3.0,3,3.3:4.4,3,94.5:92.3,3
36,097,New York,Schuyler County,0.3:0.8,3,0.8:0.9,3,4.0:3.0,3,94.9:95.2,3
36,099,New York,Seneca County,0.7:1.6,3,1.7:2.0,3,3.6:4.1,3,94.0:92.4,3
36,101,New York,Steuben County,0.6:1.3,2,1.1:1.3,2,4.6:3.6,2,93.6:93.9,2
36,103,New York,Suffolk County,3.8:6.1,1,10.7:14.5,1,6.3:6.6,1,79.2:72.8,1
36,105,New York,Sullivan County,1.2:3.6,2,8.0:13.6,2,6.7:7.5,2,84.2:75.4,2
36,107,New York,Tioga County,1.2:2.0,3,1.7:1.9,3,5.7:4.5,3,91.4:91.6,3
36,109,New York,Tompkins County,0.4:1.7,1,5.1:4.3,1,6.9:11.5,1,87.5:82.5,1
36,111,New York,Ulster County,2.5:3.3,1,7.8:10.2,1,4.4:6.5,1,85.3:80.0,1
36,113,New York,Warren County,0.9:0.7,2,3.3:1.7,2,3.5:3.8,2,92.4:93.8,2
36,115,New York,Washington County,0.9:0.7,2,3.3:1.7,2,3.5:3.8,2,92.4:93.8,2
36,117,New York,Wayne County,0.7:1.6,2,1.7:2.0,2,3.6:4.1,2,94.0:92.4,2
36,119,New York,Westchester County,6.8:13.8,1,9.7:22.1,1,9.7:9.5,1,73.8:54.6,1
36,121,New York,Wyoming County,0.7:1.0,3,0.7:1.9,3,3.2:3.6,3,95.4:93.5,3
36,123,New York,Yates County,0.7:1.6,3,1.7:2.0,3,3.6:4.1,3,94.0:92.4,3
37,001,North Carolina,Alamance County,10.5:21.0,1,5.5:9.5,1,6.6:5.7,1,77.5:63.8,1
37,003,North Carolina,Alexander County,1.9:3.7,3,2.5:5.0,3,2.3:2.8,3,93.4:88.5,3
37,005,North Carolina,Alleghany County,1.0:2.4,3,1.8:6.7,3,2.5:2.2,3,94.6:88.8,3
37,007,North Carolina,Anson County,10.9:16.9,3,6.6:11.2,3,3.7:3.7,3,78.8:68.2,3
37,009,North Carolina,Ashe County,0.1:0.1,3,2.6:4.0,3,1.8:3.3,3,95.5:92.6,3
37,011,North Carolina,Avery County,0.1:0.1,3,2.6:4.0,3,1.8:3.3,3,95.5:92.6,3
37,013,North Carolina,Beaufort County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,015,North Carolina,Bertie County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,017,North Carolina,Bladen County,21.7:28.2,3,2.0:4.0,3,23.4:27.4,3,52.9:40.3,3
37,019,North Carolina,Brunswick County,5.1:8.3,1,3.6:3.3,1,2.3:4.3,1,89.0:84.1,1
37,021,North Carolina,Buncombe County,1.0:5.0,1,3.4:3.3,1,4.4:4.8,1,91.2:86.9,1
37,023,North Carolina,Burke County,1.8:3.1,2,3.7:5.1,2,3.5:5.5,2,91.0:86.4,2
37,025,North Carolina,Cabarrus County,10.7:17.4,1,7.9:8.8,1,12.1:7.6,1,69.4:66.2,1
37,027,North Carolina,Caldwell County,1.9:3.7,2,2.5:5.0,2,2.3:2.8,2,93.4:88.5,2
37,029,North Carolina,Camden County,13.4:21.7,3,0.7:2.5,3,2.7:3.6,3,83.2:72.2,3
37,031,North Carolina,Carteret County,8.9:12.9,2,3.3:3.8,2,4.1:5.8,2,83.6:77.5,2
37,033,North Carolina,Caswell County,20.1:28.9,3,5.9:5.8,3,1.8:2.9,3,72.2:62.3,3
37,035,North Carolina,Catawba County,2.7:8.4,1,5.5:7.4,1,4.7:6.1,1,87.1:78.1,1
37,037,North Carolina,Chatham County,5.8:15.3,2,4.1:10.8,2,4.7:3.5,2,85.4:70.4,2
37,039,North Carolina,Cherokee County,0.3:0.8,3,1.9:3.6,3,5.6:7.4,3,92.3:88.2,3
37,041,North Carolina,Chowan County,13.4:21.7,3,0.7:2.5,3,2.7:3.6,3,83.2:72.2,3
37,043,North Carolina,Clay County,0.3:0.8,3,1.9:3.6,3,5.6:7.4,3,92.3:88.2,3
37,045,North Carolina,Cleveland County,4.0:11.4,2,3.0:3.7,2,5.3:5.5,2,87.7:79.4,2
37,047,North Carolina,Columbus County,21.7:28.2,3,2.0:4.0,3,23.4:27.4,3,52.9:40.3,3
37,049,North Carolina,Craven County,8.9:12.9,2,3.3:3.8,2,4.1:5.8,2,83.6:77.5,2
37,051,North Carolina,Cumberland County,30.5:39.7,1,7.8:10.6,1,7.0:7.6,1,54.7:42.2,1
37,053,North Carolina,Currituck County,13.4:21.7,3,0.7:2.5,3,2.7:3.6,3,83.2:72.2,3
37,055,North Carolina,Dare County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,057,North Carolina,Davidson County,6.0:9.1,1,2.4:5.3,1,4.5:4.0,1,87.0:81.6,1
37,059,North Carolina,Davie County,1.5:2.4,2,4.0:6.9,2,4.7:4.8,2,89.7:85.9,2
37,061,North Carolina,Duplin County,14.2:27.7,2,5.6:18.0,2,4.4:3.3,2,75.8:50.9,2
37,063,North Carolina,Durham County,18.8:33.6,1,3.6:7.9,1,8.2:9.2,1,69.4:49.3,1
37,065,North Carolina,Edgecombe County,24.8:43.8,3,4.1:5.7,3,3.1:3.1,3,68.0:47.5,3
37,067,North Carolina,Forsyth County,13.6:25.6,1,7.1:9.1,1,5.7:4.5,1,73.6:60.8,1
37,069,North Carolina,Franklin County,21.0:34.3,2,2.5:5.0,2,5.8:4.5,2,70.8:56.2,2
37,071,North Carolina,Gaston County,12.7:18.7,1,5.3:7.0,1,6.4:5.2,1,75.7:69.1,1
37,073,North Carolina,Gates County,13.4:21.7,3,0.7:2.5,3,2.7:3.6,3,83.2:72.2,3
37,075,North Carolina,Graham County,NA,NA,2.5:2.3,3,3.4:5.8,3,94.2:91.9,3
37,077,North Carolina,Granville County,20.1:28.9,2,5.9:5.8,2,1.8:2.9,2,72.2:62.3,2
37,079,North Carolina,Greene County,22.3:30.3,3,5.0:8.4,3,3.3:3.0,3,69.4:58.2,3
37,081,North Carolina,Guilford County,17.1:34.2,1,3.7:6.1,1,10.0:8.2,1,69.2:51.5,1
37,083,North Carolina,Halifax County,39.3:54.9,2,2.0:3.5,2,4.4:5.7,2,54.3:35.9,2
37,085,North Carolina,Harnett County,13.1:17.6,1,10.7:11.4,1,5.9:6.7,1,70.4:64.3,1
37,087,North Carolina,Haywood County,NA,NA,2.5:2.3,2,3.4:5.8,2,94.2:91.9,2
37,089,North Carolina,Henderson County,0.9:2.4,1,3.4:8.1,1,2.2:2.7,1,93.6:86.9,1
37,091,North Carolina,Hertford County,39.3:54.9,3,2.0:3.5,3,4.4:5.7,3,54.3:35.9,3
37,093,North Carolina,Hoke County,33.3:35.1,2,8.5:8.2,2,6.5:9.4,2,51.8:47.2,2
37,095,North Carolina,Hyde County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,097,North Carolina,Iredell County,3.8:11.4,1,3.0:6.2,1,4.1:5.4,1,89.1:77.1,1
37,099,North Carolina,Jackson County,0.3:0.8,2,1.9:3.6,2,5.6:7.4,2,92.3:88.2,2
37,101,North Carolina,Johnston County,16.2:20.7,1,7.0:10.1,1,4.0:4.2,1,72.9:64.9,1
37,103,North Carolina,Jones County,15.4:29.5,3,8.2:6.2,3,5.3:5.9,3,71.1:58.4,3
37,105,North Carolina,Lee County,5.8:15.3,2,4.1:10.8,2,4.7:3.5,2,85.4:70.4,2
37,107,North Carolina,Lenoir County,15.4:29.5,2,8.2:6.2,2,5.3:5.9,2,71.1:58.4,2
37,109,North Carolina,Lincoln County,2.8:8.3,2,2.6:4.9,2,4.9:4.6,2,89.7:82.2,2
37,111,North Carolina,McDowell County,1.8:3.1,3,3.7:5.1,3,3.5:5.5,3,91.0:86.4,3
37,113,North Carolina,Macon County,0.3:0.8,3,1.9:3.6,3,5.6:7.4,3,92.3:88.2,3
37,115,North Carolina,Madison County,NA,NA,2.5:2.3,3,3.4:5.8,3,94.2:91.9,3
37,117,North Carolina,Martin County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,119,North Carolina,Mecklenburg County,14.1:32.2,1,6.3:10.4,1,8.3:8.6,1,71.3:48.7,1
37,121,North Carolina,Mitchell County,0.1:0.1,3,2.6:4.0,3,1.8:3.3,3,95.5:92.6,3
37,123,North Carolina,Montgomery County,6.6:10.1,3,2.7:5.7,3,6.1:6.2,3,84.7:78.0,3
37,125,North Carolina,Moore County,6.6:10.1,1,2.7:5.7,1,6.1:6.2,1,84.7:78.0,1
37,127,North Carolina,Nash County,24.8:43.8,2,4.1:5.7,2,3.1:3.1,2,68.0:47.5,2
37,129,North Carolina,New Hanover County,4.6:11.7,1,3.4:4.1,1,3.3:5.0,1,88.7:79.3,1
37,131,North Carolina,Northampton County,39.3:54.9,3,2.0:3.5,3,4.4:5.7,3,54.3:35.9,3
37,133,North Carolina,Onslow County,9.5:15.8,1,8.3:9.5,1,6.7:8.4,1,75.4:66.3,1
37,135,North Carolina,Orange County,6.7:10.1,1,2.2:5.9,1,10.2:9.9,1,80.8:74.1,1
37,137,North Carolina,Pamlico County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,139,North Carolina,Pasquotank County,13.4:21.7,3,0.7:2.5,3,2.7:3.6,3,83.2:72.2,3
37,141,North Carolina,Pender County,8.9:11.4,2,1.8:3.1,2,4.7:4.5,2,84.6:81.0,2
37,143,North Carolina,Perquimans County,13.4:21.7,3,0.7:2.5,3,2.7:3.6,3,83.2:72.2,3
37,145,North Carolina,Person County,20.1:28.9,3,5.9:5.8,3,1.8:2.9,3,72.2:62.3,3
37,147,North Carolina,Pitt County,23.6:37.9,1,4.7:5.1,1,2.7:4.4,1,69.0:52.6,1
37,149,North Carolina,Polk County,5.4:14.4,3,3.4:2.6,3,5.9:6.3,3,85.3:76.7,3
37,151,North Carolina,Randolph County,4.0:6.0,1,7.7:8.8,1,2.3:3.8,1,86.1:81.4,1
37,153,North Carolina,Richmond County,33.3:35.1,3,8.5:8.2,3,6.5:9.4,3,51.8:47.2,3
37,155,North Carolina,Robeson County,21.7:28.2,2,2.0:4.0,2,23.4:27.4,2,52.9:40.3,2
37,157,North Carolina,Rockingham County,7.3:13.1,2,1.5:3.3,2,20.7:6.2,2,70.6:77.5,2
37,159,North Carolina,Rowan County,7.2:12.4,1,4.0:7.1,1,5.7:6.9,1,83.1:73.5,1
37,161,North Carolina,Rutherford County,5.4:14.4,2,3.4:2.6,2,5.9:6.3,2,85.3:76.7,2
37,163,North Carolina,Sampson County,14.2:27.7,2,5.6:18.0,2,4.4:3.3,2,75.8:50.9,2
37,165,North Carolina,Scotland County,33.3:35.1,3,8.5:8.2,3,6.5:9.4,3,51.8:47.2,3
37,167,North Carolina,Stanly County,11.3:14.6,2,1.6:2.3,2,4.7:4.0,2,82.4:79.0,2
37,169,North Carolina,Stokes County,7.3:13.1,3,1.5:3.3,3,20.7:6.2,3,70.6:77.5,3
37,171,North Carolina,Surry County,1.0:2.4,2,1.8:6.7,2,2.5:2.2,2,94.6:88.8,2
37,173,North Carolina,Swain County,NA,NA,2.5:2.3,3,3.4:5.8,3,94.2:91.9,3
37,175,North Carolina,Transylvania County,0.9:2.4,3,3.4:8.1,3,2.2:2.7,3,93.6:86.9,3
37,177,North Carolina,Tyrrell County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,179,North Carolina,Union County,8.4:13.0,1,5.0:7.8,1,11.5:8.1,1,75.1:71.1,1
37,181,North Carolina,Vance County,21.0:34.3,2,2.5:5.0,2,5.8:4.5,2,70.8:56.2,2
37,183,North Carolina,Wake County,10.1:18.3,1,4.3:7.8,1,13.6:11.0,1,72.0:62.8,1
37,185,North Carolina,Warren County,39.3:54.9,3,2.0:3.5,3,4.4:5.7,3,54.3:35.9,3
37,187,North Carolina,Washington County,9.9:22.9,3,4.9:6.3,3,2.9:3.5,3,82.3:67.3,3
37,189,North Carolina,Watauga County,0.1:0.1,2,2.6:4.0,2,1.8:3.3,2,95.5:92.6,2
37,191,North Carolina,Wayne County,20.6:31.2,1,8.8:9.4,1,5.5:7.1,1,65.1:52.3,1
37,193,North Carolina,Wilkes County,1.0:2.4,2,1.8:6.7,2,2.5:2.2,2,94.6:88.8,2
37,195,North Carolina,Wilson County,22.3:30.3,2,5.0:8.4,2,3.3:3.0,2,69.4:58.2,2
37,197,North Carolina,Yadkin County,1.5:2.4,2,4.0:6.9,2,4.7:4.8,2,89.7:85.9,2
37,199,North Carolina,Yancey County,0.1:0.1,3,2.6:4.0,3,1.8:3.3,3,95.5:92.6,3
38,001,North Dakota,Adams County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,003,North Dakota,Barnes County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,005,North Dakota,Benson County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,007,North Dakota,Billings County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,009,North Dakota,Bottineau County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,011,North Dakota,Bowman County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,013,North Dakota,Burke County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,015,North Dakota,Burleigh County,2.0:2.2,2,1.3:3.1,2,1.6:5.5,2,95.1:89.2,2
38,017,North Dakota,Cass County,0.9:5.6,1,1.6:3.0,1,5.8:8.8,1,91.6:82.6,1
38,019,North Dakota,Cavalier County,0.2:1.3,3,2.9:3.0,3,3.1:8.9,3,93.8:86.7,3
38,021,North Dakota,Dickey County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,023,North Dakota,Divide County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,025,North Dakota,Dunn County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,027,North Dakota,Eddy County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,029,North Dakota,Emmons County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,031,North Dakota,Foster County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,033,North Dakota,Golden Valley County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,035,North Dakota,Grand Forks County,0.2:1.3,2,2.9:3.0,2,3.1:8.9,2,93.8:86.7,2
38,037,North Dakota,Grant County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,039,North Dakota,Griggs County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,041,North Dakota,Hettinger County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,043,North Dakota,Kidder County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,045,North Dakota,LaMoure County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,047,North Dakota,Logan County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,049,North Dakota,McHenry County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,051,North Dakota,McIntosh County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,053,North Dakota,McKenzie County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,055,North Dakota,McLean County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,057,North Dakota,Mercer County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,059,North Dakota,Morton County,2.0:2.2,3,1.3:3.1,3,1.6:5.5,3,95.1:89.2,3
38,061,North Dakota,Mountrail County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,063,North Dakota,Nelson County,0.2:1.3,3,2.9:3.0,3,3.1:8.9,3,93.8:86.7,3
38,065,North Dakota,Oliver County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,067,North Dakota,Pembina County,0.2:1.3,3,2.9:3.0,3,3.1:8.9,3,93.8:86.7,3
38,069,North Dakota,Pierce County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,071,North Dakota,Ramsey County,0.2:1.3,3,2.9:3.0,3,3.1:8.9,3,93.8:86.7,3
38,073,North Dakota,Ransom County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,075,North Dakota,Renville County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,077,North Dakota,Richland County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,079,North Dakota,Rolette County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,081,North Dakota,Sargent County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,083,North Dakota,Sheridan County,0.2:3.7,3,2.6:3.8,3,4.3:8.0,3,92.9:84.5,3
38,085,North Dakota,Sioux County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,087,North Dakota,Slope County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,089,North Dakota,Stark County,NA,NA,0.8:7.2,3,3.0:8.5,3,96.2:84.2,3
38,091,North Dakota,Steele County,0.2:1.3,3,2.9:3.0,3,3.1:8.9,3,93.8:86.7,3
38,093,North Dakota,Stutsman County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,095,North Dakota,Towner County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,097,North Dakota,Traill County,0.2:1.3,3,2.9:3.0,3,3.1:8.9,3,93.8:86.7,3
38,099,North Dakota,Walsh County,0.2:1.3,3,2.9:3.0,3,3.1:8.9,3,93.8:86.7,3
38,101,North Dakota,Ward County,0.2:3.7,2,2.6:3.8,2,4.3:8.0,2,92.9:84.5,2
38,103,North Dakota,Wells County,0.1:0.3,3,1.3:3.7,3,7.4:13.6,3,91.2:82.5,3
38,105,North Dakota,Williams County,NA,NA,0.8:7.2,2,3.0:8.5,2,96.2:84.2,2
39,001,Ohio,Adams County,0.6:0.5,3,NA:0.4,NA,2.1:3.5,3,97.3:95.6,3
39,003,Ohio,Allen County,7.1:12.8,1,0.8:2.9,1,2.2:1.7,1,89.8:82.7,1
39,005,Ohio,Ashland County,NA:0.2,NA,0.5:0.4,2,3.1:3.6,2,96.4:95.8,2
39,007,Ohio,Ashtabula County,1.0:1.6,2,1.4:2.1,2,3.4:4.4,2,94.1:91.9,2
39,009,Ohio,Athens County,0.6:1.1,2,0.6:0.8,2,4.1:3.8,2,94.6:94.3,2
39,011,Ohio,Auglaize County,0.4:1.2,2,1.5:1.5,2,2.8:4.2,2,95.3:93.1,2
39,013,Ohio,Belmont County,0.3:0.4,2,0.2:0.3,2,2.7:4.1,2,96.8:95.2,2
39,015,Ohio,Brown County,0.0:0.1,2,0.1:0.6,2,1.7:2.3,2,98.1:97.1,2
39,017,Ohio,Butler County,7.3:9.4,1,1.7:4.1,1,7.7:6.7,1,83.2:79.9,1
39,019,Ohio,Carroll County,1.4:3.5,3,1.0:0.9,3,3.3:3.4,3,94.2:92.2,3
39,021,Ohio,Champaign County,0.4:1.2,3,1.5:1.5,3,2.8:4.2,3,95.3:93.1,3
39,023,Ohio,Clark County,4.7:7.6,1,7.8:4.8,1,2.7:4.2,1,84.8:83.4,1
39,025,Ohio,Clermont County,0.1:0.5,1,1.0:1.4,1,3.9:4.6,1,95.0:93.6,1
39,027,Ohio,Clinton County,1.0:1.8,2,0.3:0.9,2,3.2:5.0,2,95.4:92.3,2
39,029,Ohio,Columbiana County,1.4:2.5,2,0.8:1.0,2,3.2:3.5,2,94.6:93.1,2
39,031,Ohio,Coshocton County,NA:0.2,NA,0.5:0.4,3,3.1:3.6,3,96.4:95.8,3
39,033,Ohio,Crawford County,0.5:2.1,2,5.5:3.4,2,2.6:3.4,2,91.3:91.0,2
39,035,Ohio,Cuyahoga County,11.5:28.2,1,2.8:5.4,1,6.7:5.8,1,79.0:60.6,1
