year,state,place,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2018,49,43660,0.018:0.014,3,0.033:0.089,3,0.029:0.036,3,0.920:0.861,3
2018,49,44320,0.000:0.000,3,0.062:0.073,3,0.020:0.042,3,0.917:0.885,3
2018,49,55980,0.003:0.015,2,0.067:0.172,2,0.027:0.034,2,0.903:0.780,2
2018,49,57300,0.000:0.009,2,0.077:0.115,2,0.044:0.052,2,0.878:0.825,2
2018,49,62470,0.002:0.013,1,0.061:0.146,1,0.065:0.066,1,0.872:0.775,1
2018,49,65330,NA,NA,0.031:0.069,2,0.036:0.051,2,0.933:0.880,2
2018,49,67000,0.002:0.023,3,0.053:0.124,3,0.054:0.087,3,0.890:0.766,3
2018,49,67440,0.001:0.004,2,0.054:0.068,2,0.055:0.060,2,0.890:0.868,2
2018,49,70850,0.010:0.010,3,0.060:0.121,3,0.050:0.071,3,0.881:0.798,3
2018,49,82950,0.008:0.007,2,0.050:0.121,2,0.065:0.077,2,0.877:0.795,2
2018,49,83470,0.003:0.015,2,0.226:0.278,2,0.088:0.094,2,0.684:0.613,2
2018,51,01000,0.049:0.196,3,0.025:0.101,3,0.054:0.097,3,0.871:0.606,3
2018,51,16000,0.212:0.287,3,0.039:0.055,3,0.061:0.066,3,0.688:0.592,3
2018,51,35000,0.378:0.495,3,0.024:0.051,3,0.055:0.040,3,0.543:0.414,3
2018,51,47672,0.096:0.204,2,0.017:0.030,2,0.044:0.052,2,0.843:0.714,2
2018,51,56000,0.237:0.428,2,0.032:0.062,2,0.067:0.057,2,0.663:0.452,2
2018,51,57000,0.179:0.398,2,0.045:0.069,2,0.067:0.065,2,0.710:0.468,2
2018,51,64000,0.278:0.457,3,0.024:0.046,3,0.063:0.051,3,0.636:0.446,3
2018,51,67000,0.152:0.411,3,0.022:0.041,3,0.034:0.054,3,0.792:0.494,3
2018,51,68000,0.082:0.217,3,0.022:0.034,3,0.028:0.055,3,0.868:0.694,3
2018,51,76432,0.239:0.366,2,0.024:0.038,2,0.040:0.044,2,0.697:0.552,2
2018,51,82000,0.099:0.182,2,0.032:0.064,2,0.073:0.083,2,0.796:0.670,2
2018,53,03180,0.039:0.048,2,0.059:0.117,2,0.197:0.187,2,0.704:0.649,2
2018,53,05210,0.000:0.025,1,0.015:0.038,1,0.349:0.377,1,0.636:0.560,1
2018,53,05280,0.002:0.008,2,0.027:0.061,2,0.058:0.080,2,0.914:0.851,2
2018,53,22640,0.036:0.045,2,0.059:0.091,2,0.121:0.151,2,0.784:0.713,2
2018,53,23515,0.032:0.132,2,0.072:0.159,2,0.159:0.178,2,0.737:0.532,2
2018,53,35275,0.003:0.013,2,0.049:0.169,2,0.067:0.052,2,0.882:0.766,2
2018,53,35415,0.057:0.104,1,0.051:0.104,1,0.271:0.228,1,0.622:0.564,1
2018,53,35940,0.003:0.011,2,0.014:0.058,2,0.217:0.230,2,0.766:0.701,2
2018,53,53545,0.011:0.016,2,0.161:0.255,2,0.081:0.072,2,0.748:0.657,2
2018,53,57745,0.093:0.123,NA,0.051:0.071,NA,0.323:0.268,NA,0.533:0.538,NA
2018,53,63000,0.026:0.056,2,0.023:0.057,2,0.169:0.208,2,0.781:0.678,2
2018,53,67000,0.017:0.025,3,0.033:0.050,3,0.052:0.064,3,0.899:0.860,3
2018,53,67167,0.005:0.012,2,0.022:0.038,2,0.048:0.058,2,0.925:0.891,2
2018,53,70000,0.036:0.073,3,0.037:0.081,3,0.094:0.138,3,0.833:0.708,3
2018,53,74060,0.011:0.024,1,0.042:0.086,1,0.092:0.091,1,0.855:0.798,1
2018,53,80010,0.001:0.006,2,0.150:0.275,2,0.027:0.033,2,0.823:0.686,2
2018,55,02375,0.000:0.013,3,0.018:0.037,3,0.024:0.038,3,0.958:0.912,3
2018,55,31000,NA:0.036,NA,0.062:0.117,2,0.029:0.081,2,0.909:0.766,2
2018,55,39225,0.006:0.060,2,0.060:0.098,2,0.012:0.034,2,0.923:0.808,2
2018,55,48000,0.004:0.046,3,0.013:0.047,3,0.065:0.088,3,0.919:0.819,3
2018,55,53000,0.144:0.380,2,0.122:0.152,2,0.036:0.055,2,0.699:0.413,2
2018,55,66000,0.021:0.110,3,0.042:0.081,3,0.022:0.025,3,0.915:0.784,3
2019,01,03076,0.147:0.193,2,0.010:0.021,2,0.084:0.077,2,0.759:0.708,2
2019,01,07000,0.352:0.628,3,0.013:0.026,3,0.016:0.026,3,0.618:0.320,3
2019,01,35896,0.078:0.199,3,0.035:0.041,3,0.034:0.040,3,0.853:0.720,3
2019,01,37000,0.088:0.254,3,0.022:0.048,3,0.047:0.046,3,0.843:0.652,3
2019,01,50000,0.271:0.511,3,0.009:0.011,3,0.048:0.043,3,0.673:0.435,3
2019,01,51000,0.276:0.568,3,0.014:0.016,3,0.066:0.035,3,0.643:0.380,3
2019,01,77256,0.248:0.445,2,0.005:0.012,2,0.023:0.036,2,0.725:0.507,2
2019,02,03000,0.027:0.047,2,0.052:0.075,2,0.160:0.221,2,0.761:0.657,2
2019,04,04720,0.084:0.068,2,0.380:0.443,2,0.071:0.055,2,0.466:0.435,2
2019,04,07940,0.026:0.038,2,0.213:0.252,2,0.051:0.041,2,0.711:0.669,2
2019,04,12000,0.021:0.037,3,0.116:0.161,3,0.140:0.138,3,0.722:0.664,3
2019,04,23620,0.016:0.007,3,0.148:0.113,3,0.111:0.243,3,0.724:0.638,3
2019,04,27400,0.029:0.039,1,0.089:0.125,1,0.066:0.067,1,0.816:0.768,1
2019,04,27820,0.029:0.078,1,0.226:0.300,1,0.090:0.062,1,0.655:0.560,1
2019,04,28380,0.057:0.056,2,0.207:0.247,2,0.038:0.041,2,0.699:0.655,2
2019,04,46000,0.021:0.055,2,0.128:0.199,2,0.035:0.045,2,0.816:0.702,2
2019,04,54050,0.016:0.038,2,0.135:0.163,2,0.061:0.059,2,0.788:0.740,2
2019,04,55000,0.033:0.069,2,0.204:0.323,2,0.060:0.075,2,0.703:0.533,2
2019,04,65000,0.006:0.015,3,0.051:0.072,3,0.059:0.070,3,0.884:0.843,3
2019,04,71510,0.039:0.042,1,0.113:0.136,1,0.038:0.040,1,0.810:0.781,1
2019,04,73000,0.006:0.080,3,0.129:0.189,3,0.076:0.115,3,0.789:0.616,3
2019,04,77000,0.015:0.036,2,0.253:0.352,2,0.050:0.063,2,0.682:0.548,2
2019,04,85540,0.010:0.013,2,0.490:0.527,2,0.038:0.038,2,0.462:0.422,2
2019,05,23290,0.007:0.023,2,0.086:0.131,2,0.035:0.080,2,0.873:0.766,2
2019,05,24550,0.022:0.047,2,0.065:0.098,2,0.044:0.069,2,0.870:0.786,2
2019,05,35710,0.047:0.085,2,0.020:0.041,2,0.017:0.030,2,0.916:0.845,2
2019,05,41000,0.184:0.397,1,0.016:0.043,1,0.089:0.050,1,0.710:0.509,1
2019,05,66080,0.007:0.022,3,0.085:0.130,3,0.036:0.079,3,0.872:0.769,3
2019,06,00562,0.034:0.103,2,0.104:0.163,2,0.403:0.340,2,0.459:0.394,2
2019,06,00884,0.003:0.027,2,0.165:0.272,2,0.529:0.473,2,0.303:0.229,2
2019,06,02000,0.013:0.042,3,0.246:0.385,3,0.297:0.232,3,0.444:0.340,3
2019,06,02252,0.214:0.205,1,0.147:0.222,1,0.267:0.180,1,0.372:0.393,1
2019,06,02364,0.034:0.044,2,0.351:0.419,2,0.035:0.049,2,0.580:0.488,2
2019,06,03526,0.045:0.069,2,0.384:0.489,2,0.105:0.077,2,0.467:0.364,2
2019,06,04982,0.100:0.147,2,0.569:0.600,2,0.117:0.103,2,0.214:0.150,2
2019,06,06000,0.042:0.055,1,0.048:0.084,1,0.147:0.246,1,0.764:0.615,1
2019,06,08786,0.008:0.026,3,0.115:0.212,3,0.308:0.296,3,0.568:0.466,3
2019,06,08954,0.006:0.027,1,0.116:0.173,1,0.205:0.158,1,0.673:0.642,1
2019,06,11194,0.004:0.008,1,0.037:0.119,1,0.149:0.124,1,0.810:0.749,1
2019,06,11530,0.334:0.261,1,0.198:0.293,1,0.374:0.339,1,0.094:0.108,1
2019,06,13014,0.011:0.018,1,0.067:0.134,1,0.062:0.043,1,0.860:0.805,1
2019,06,13210,0.018:0.024,2,0.280:0.341,2,0.360:0.309,2,0.342:0.326,2
2019,06,13214,0.018:0.021,2,0.269:0.323,2,0.368:0.321,2,0.345:0.334,2
2019,06,13392,0.030:0.056,1,0.420:0.507,1,0.260:0.192,1,0.290:0.245,1
2019,06,13588,0.026:0.038,1,0.100:0.139,1,0.053:0.078,1,0.822:0.745,1
2019,06,14218,0.020:0.022,1,0.229:0.260,1,0.152:0.126,1,0.600:0.592,1
2019,06,15044,0.415:0.345,2,0.550:0.604,2,0.025:0.035,2,0.011:0.016,2
2019,06,16000,0.024:0.055,3,0.113:0.194,3,0.174:0.171,3,0.690:0.580,3
2019,06,16350,0.053:0.039,2,0.312:0.414,2,0.139:0.124,2,0.496:0.423,2
2019,06,16532,0.003:0.003,2,0.097:0.200,2,0.243:0.219,2,0.658:0.578,2
2019,06,17918,0.023:0.038,2,0.177:0.221,2,0.498:0.489,2,0.302:0.252,2
2019,06,19766,0.012:0.027,1,0.658:0.740,1,0.111:0.081,1,0.218:0.153,1
2019,06,21712,0.005:0.044,2,0.112:0.180,2,0.055:0.068,2,0.828:0.708,2
2019,06,22020,0.068:0.097,1,0.139:0.141,1,0.357:0.334,1,0.435:0.428,1
2019,06,22230,0.000:0.000,1,0.343:0.569,1,0.547:0.385,1,0.110:0.046,1
2019,06,22804,0.017:0.027,1,0.201:0.398,1,0.095:0.080,1,0.687:0.496,1
2019,06,23182,0.169:0.187,1,0.145:0.205,1,0.228:0.198,1,0.458:0.410,1
2019,06,24638,0.007:0.017,2,0.073:0.078,2,0.159:0.156,2,0.761:0.749,2
2019,06,24680,0.098:0.095,1,0.554:0.648,1,0.090:0.087,1,0.258:0.170,1
2019,06,26000,0.025:0.035,2,0.061:0.118,2,0.661:0.583,2,0.253:0.264,2
2019,06,27000,0.037:0.073,3,0.316:0.411,3,0.149:0.145,3,0.498:0.371,3
2019,06,28000,0.011:0.018,3,0.134:0.302,3,0.285:0.230,3,0.570:0.450,3
2019,06,29000,0.007:0.011,3,0.246:0.308,3,0.488:0.470,3,0.259:0.211,3
2019,06,30000,0.001:0.016,2,0.096:0.167,2,0.221:0.175,2,0.683:0.642,2
2019,06,32548,0.134:0.218,NA,0.442:0.519,NA,0.139:0.118,NA,0.284:0.145,NA
2019,06,33000,0.060:0.109,1,0.210:0.328,1,0.450:0.327,1,0.280:0.236,1
2019,06,33182,0.053:0.073,2,0.281:0.322,2,0.088:0.068,2,0.579:0.538,2
2019,06,33434,0.034:0.045,2,0.353:0.420,2,0.035:0.049,2,0.579:0.486,2
2019,06,36000,0.003:0.015,3,0.059:0.140,3,0.151:0.171,3,0.787:0.673,3
2019,06,36448,0.019:0.025,2,0.416:0.571,2,0.011:0.015,2,0.554:0.389,2
2019,06,36546,0.489:0.438,1,0.351:0.433,1,0.059:0.048,1,0.101:0.081,1
2019,06,36770,0.007:0.019,2,0.049:0.099,2,0.408:0.351,2,0.536:0.532,2
2019,06,37692,0.048:0.060,2,0.492:0.555,2,0.213:0.139,2,0.247:0.246,2
2019,06,39496,0.009:0.015,3,0.092:0.187,3,0.379:0.297,3,0.520:0.501,3
2019,06,39892,0.067:0.100,2,0.198:0.270,2,0.412:0.349,2,0.324:0.281,2
2019,06,40130,0.104:0.232,1,0.280:0.329,1,0.085:0.071,1,0.530:0.368,1
2019,06,41992,0.006:0.011,2,0.078:0.120,2,0.350:0.327,2,0.566:0.541,2
2019,06,43000,0.063:0.139,2,0.206:0.317,2,0.157:0.146,2,0.574:0.398,2
2019,06,44000,0.064:0.101,1,0.195:0.364,1,0.133:0.156,1,0.609:0.379,1
2019,06,45484,0.047:0.058,3,0.273:0.333,3,0.256:0.205,3,0.424:0.404,3
2019,06,46842,0.082:0.067,2,0.314:0.343,2,0.093:0.091,2,0.512:0.499,2
2019,06,46898,0.028:0.048,2,0.345:0.475,2,0.115:0.093,2,0.512:0.383,2
2019,06,47766,0.018:0.023,2,0.050:0.101,2,0.775:0.729,2,0.157:0.148,2
2019,06,48256,0.012:0.024,1,0.111:0.127,1,0.134:0.132,1,0.742:0.717,1
2019,06,48354,0.012:0.041,1,0.306:0.361,1,0.100:0.090,1,0.581:0.508,1
2019,06,49270,0.150:0.201,1,0.462:0.492,1,0.123:0.107,1,0.265:0.200,1
2019,06,49670,0.001:0.016,2,0.019:0.081,2,0.334:0.337,2,0.646:0.566,2
2019,06,50076,0.055:0.060,2,0.223:0.259,2,0.091:0.099,2,0.631:0.582,2
2019,06,50258,0.009:0.009,2,0.119:0.233,2,0.074:0.093,2,0.798:0.665,2
2019,06,51182,0.005:0.011,3,0.033:0.103,3,0.244:0.186,3,0.719:0.700,3
2019,06,52526,0.042:0.061,1,0.580:0.611,1,0.183:0.156,1,0.196:0.171,1
2019,06,53000,0.135:0.247,3,0.090:0.184,3,0.225:0.210,3,0.549:0.359,3
2019,06,53322,0.027:0.051,2,0.208:0.304,2,0.104:0.081,2,0.661:0.563,2
2019,06,53896,0.043:0.057,1,0.564:0.633,1,0.148:0.107,1,0.245:0.203,1
2019,06,53980,0.006:0.011,2,0.165:0.308,2,0.193:0.157,2,0.636:0.524,2
2019,06,54652,0.043:0.030,1,0.394:0.549,1,0.098:0.075,1,0.466:0.347,1
2019,06,55156,0.094:0.153,1,0.457:0.491,1,0.092:0.073,1,0.357:0.283,1
2019,06,56000,0.025:0.047,3,0.122:0.246,3,0.232:0.229,3,0.621:0.478,3
2019,06,56700,0.104:0.092,2,0.423:0.584,2,0.069:0.049,2,0.403:0.275,2
2019,06,57456,0.047:0.109,2,0.253:0.346,2,0.216:0.181,2,0.485:0.364,2
2019,06,57792,0.006:0.011,3,0.078:0.120,3,0.350:0.327,3,0.566:0.541,3
2019,06,58072,0.099:0.072,1,0.570:0.640,1,0.176:0.127,1,0.156:0.160,1
2019,06,59444,0.065:0.132,2,0.100:0.152,2,0.222:0.182,2,0.613:0.533,2
2019,06,59451,0.067:0.102,1,0.256:0.330,1,0.180:0.158,1,0.497:0.410,1
2019,06,59920,0.000:0.007,2,0.056:0.060,2,0.065:0.077,2,0.880:0.856,2
2019,06,60102,0.006:0.024,2,0.053:0.148,2,0.180:0.203,2,0.761:0.625,2
2019,06,60466,0.169:0.182,2,0.592:0.600,2,0.058:0.056,2,0.180:0.162,2
2019,06,60620,0.122:0.205,2,0.248:0.336,2,0.245:0.198,2,0.385:0.261,2
2019,06,62000,0.045:0.076,2,0.373:0.472,2,0.108:0.095,2,0.474:0.357,2
2019,06,62938,0.024:0.038,1,0.091:0.103,1,0.124:0.112,1,0.760:0.746,1
2019,06,64000,0.071:0.129,2,0.158:0.225,2,0.222:0.225,2,0.549:0.421,2
2019,06,64224,0.010:0.015,1,0.602:0.720,1,0.122:0.071,1,0.265:0.194,1
2019,06,65000,0.062:0.153,3,0.589:0.574,3,0.102:0.078,3,0.247:0.194,3
2019,06,65042,0.036:0.025,NA,0.161:0.273,NA,0.053:0.050,NA,0.750:0.651,NA
2019,06,66000,0.026:0.061,1,0.120:0.228,1,0.189:0.179,1,0.665:0.532,1
2019,06,67000,0.023:0.055,2,0.062:0.119,2,0.399:0.352,2,0.517:0.475,2
2019,06,68000,0.012:0.032,1,0.119:0.237,1,0.435:0.379,1,0.435:0.353,1
2019,06,68084,0.034:0.103,2,0.104:0.163,2,0.403:0.340,2,0.459:0.394,2
2019,06,68196,0.015:0.013,2,0.133:0.253,2,0.120:0.107,2,0.732:0.627,2
2019,06,68252,0.002:0.012,2,0.056:0.129,2,0.319:0.314,2,0.623:0.545,2
2019,06,68378,0.011:0.011,2,0.052:0.046,2,0.371:0.344,2,0.565:0.598,2
2019,06,69000,0.006:0.016,2,0.528:0.658,2,0.200:0.178,2,0.267:0.148,2
2019,06,69070,0.007:0.019,2,0.128:0.233,2,0.057:0.089,2,0.808:0.660,2
2019,06,69084,0.014:0.020,1,0.054:0.129,1,0.519:0.535,1,0.414:0.317,1
2019,06,69088,0.016:0.043,1,0.224:0.283,1,0.134:0.121,1,0.626:0.554,1
2019,06,69196,0.010:0.009,2,0.345:0.525,2,0.100:0.066,2,0.545:0.400,2
2019,06,70000,0.021:0.040,3,0.121:0.127,3,0.107:0.111,3,0.751:0.722,3
2019,06,70098,0.007:0.018,1,0.127:0.250,1,0.071:0.069,1,0.795:0.663,1
2019,06,72016,0.008:0.017,1,0.131:0.176,1,0.153:0.134,1,0.708:0.673,1
2019,06,73080,0.089:0.072,2,0.851:0.893,2,0.019:0.007,2,0.041:0.028,2
2019,06,75000,0.067:0.111,3,0.275:0.373,3,0.216:0.216,3,0.443:0.300,3
2019,06,77000,0.001:0.018,3,0.049:0.114,3,0.477:0.472,3,0.473:0.396,3
2019,06,78120,0.019:0.033,1,0.162:0.181,1,0.126:0.170,1,0.694:0.616,1
2019,06,78582,0.005:0.017,1,0.070:0.131,1,0.087:0.094,1,0.838:0.757,1
2019,06,80000,0.003:0.023,2,0.140:0.164,2,0.361:0.387,2,0.496:0.427,2
2019,06,80238,0.047:0.058,2,0.273:0.334,2,0.256:0.205,2,0.424:0.404,2
2019,06,80854,0.009:0.015,3,0.092:0.188,3,0.382:0.300,3,0.516:0.497,3
2019,06,81344,0.064:0.070,2,0.326:0.445,2,0.130:0.124,2,0.480:0.362,2
2019,06,81554,0.048:0.058,NA,0.205:0.225,NA,0.105:0.115,NA,0.643:0.603,NA
2019,06,81666,0.131:0.220,1,0.146:0.190,1,0.257:0.210,1,0.467:0.380,1
2019,06,82590,0.115:0.182,2,0.489:0.488,2,0.105:0.069,2,0.291:0.261,2
2019,06,82954,0.027:0.012,1,0.410:0.489,1,0.133:0.070,1,0.429:0.429,1
2019,06,82996,0.010:0.020,2,0.185:0.366,2,0.070:0.064,2,0.735:0.550,2
2019,06,84200,0.070:0.054,2,0.433:0.520,2,0.315:0.251,2,0.182:0.176,2
2019,06,84550,0.001:0.030,2,0.159:0.262,2,0.374:0.404,2,0.466:0.304,2
2019,06,85292,0.005:0.003,2,0.465:0.539,2,0.234:0.198,2,0.296:0.259,2
2019,08,03455,0.002:0.004,1,0.065:0.137,1,0.033:0.039,1,0.900:0.819,1
2019,08,04000,0.100:0.143,3,0.127:0.219,3,0.102:0.096,3,0.671:0.541,3
2019,08,07850,0.016:0.017,2,0.019:0.059,2,0.036:0.078,2,0.929:0.846,2
2019,08,12815,0.023:0.038,2,0.044:0.069,2,0.065:0.094,2,0.868:0.799,2
2019,08,16000,0.042:0.062,3,0.101:0.145,3,0.046:0.057,3,0.812:0.736,3
2019,08,20000,0.049:0.078,1,0.146:0.217,1,0.049:0.068,1,0.756:0.637,1
2019,08,27425,NA:0.010,NA,0.081:0.096,2,0.031:0.051,2,0.888:0.843,2
2019,08,32155,0.000:0.014,2,0.137:0.230,2,0.034:0.044,2,0.829:0.712,2
2019,08,43000,0.003:0.006,3,0.083:0.169,3,0.039:0.054,3,0.875:0.771,3
2019,08,45970,0.001:0.007,2,0.084:0.150,2,0.041:0.035,2,0.875:0.808,2
2019,08,46465,NA,NA,0.035:0.070,2,0.030:0.024,2,0.935:0.905,2
2019,08,62000,0.022:0.018,3,0.284:0.388,3,0.042:0.039,3,0.652:0.556,3
2019,08,77290,0.012:0.013,2,0.237:0.300,2,0.104:0.081,2,0.648:0.606,2
2019,08,83835,0.009:0.013,2,0.107:0.174,2,0.099:0.074,2,0.785:0.739,2
2019,09,08000,0.338:0.318,1,0.244:0.402,1,0.025:0.041,1,0.394:0.238,1
2019,09,18430,0.016:0.052,2,0.066:0.130,2,0.068:0.069,2,0.849:0.749,2
2019,09,37000,0.543:0.398,3,0.202:0.370,3,0.013:0.050,3,0.242:0.182,3
2019,09,52000,0.273:0.322,1,0.117:0.295,1,0.058:0.074,1,0.552:0.308,1
2019,09,55990,0.021:0.102,2,0.067:0.141,2,0.062:0.084,2,0.850:0.673,2
2019,09,73000,0.028:0.097,3,0.060:0.163,3,0.056:0.099,3,0.856:0.641,3
2019,09,80000,0.156:0.185,2,0.209:0.340,2,0.009:0.034,2,0.626:0.441,2
2019,11,50000,0.285:0.413,1,0.077:0.081,1,0.059:0.078,1,0.579:0.428,1
2019,12,07300,0.008:0.026,2,0.054:0.089,2,0.055:0.050,2,0.883:0.835,2
2019,12,07875,0.107:0.155,2,0.084:0.111,2,0.019:0.024,2,0.789:0.710,2
2019,12,10275,0.053:0.044,1,0.118:0.155,1,0.036:0.025,1,0.793:0.776,1
2019,12,12875,0.046:0.084,2,0.042:0.111,2,0.025:0.040,2,0.887:0.765,2
2019,12,14400,0.117:0.185,1,0.232:0.243,1,0.089:0.080,1,0.562:0.491,1
2019,12,16475,0.042:0.084,2,0.233:0.353,2,0.135:0.100,2,0.590:0.464,2
2019,12,16725,0.063:0.142,2,0.106:0.128,2,0.047:0.057,2,0.784:0.673,2
2019,12,17200,0.074:0.087,2,0.233:0.254,2,0.043:0.040,2,0.649:0.619,2
2019,12,17935,0.001:0.002,2,0.899:0.913,2,0.022:0.028,2,0.078:0.058,2
2019,12,24000,0.080:0.228,3,0.108:0.165,3,0.050:0.038,3,0.762:0.569,3
2019,12,24125,0.038:0.123,2,0.085:0.173,2,0.051:0.023,2,0.826:0.681,2
2019,12,25175,0.158:0.238,1,0.074:0.097,1,0.061:0.088,1,0.707:0.576,1
2019,12,30000,0.026:0.027,2,0.925:0.945,2,0.007:0.004,2,0.042:0.024,2
2019,12,32000,0.117:0.194,2,0.339:0.348,2,0.033:0.030,2,0.511:0.428,2
2019,12,32275,0.101:0.177,3,0.392:0.573,3,0.019:0.010,3,0.488:0.240,3
2019,12,35000,0.139:0.284,3,0.068:0.095,3,0.071:0.070,3,0.722:0.551,3
2019,12,36950,0.137:0.137,2,0.336:0.503,2,0.093:0.051,2,0.435:0.308,2
2019,12,38250,0.076:0.153,2,0.117:0.158,2,0.051:0.032,2,0.757:0.657,2
2019,12,39425,0.025:0.043,2,0.069:0.117,2,0.038:0.040,2,0.869:0.800,2
2019,12,43975,0.042:0.057,2,0.057:0.084,2,0.066:0.058,2,0.835:0.800,2
2019,12,45000,0.090:0.125,2,0.578:0.706,2,0.024:0.026,2,0.308:0.142,2
2019,12,45025,0.048:0.050,2,0.330:0.519,2,0.033:0.042,2,0.589:0.389,2
2019,12,45060,0.484:0.521,2,0.403:0.398,2,0.014:0.026,2,0.099:0.055,2
2019,12,45975,0.298:0.325,2,0.363:0.386,2,0.060:0.058,2,0.279:0.231,2
2019,12,49675,0.018:0.023,3,0.048:0.041,3,0.010:0.013,3,0.924:0.922,3
2019,12,53000,0.113:0.199,3,0.158:0.296,3,0.069:0.059,3,0.661:0.447,3
2019,12,54000,0.122:0.126,1,0.128:0.146,1,0.036:0.056,1,0.714:0.672,1
2019,12,54200,0.055:0.076,2,0.068:0.084,2,0.034:0.039,2,0.844:0.801,2
2019,12,55775,0.154:0.193,2,0.392:0.434,2,0.078:0.068,2,0.375:0.304,2
2019,12,57425,0.169:0.260,2,0.224:0.276,2,0.072:0.067,2,0.535:0.398,2
2019,12,58050,0.072:0.147,2,0.087:0.170,2,0.026:0.032,2,0.814:0.651,2
2019,12,58715,0.151:0.155,1,0.179:0.187,1,0.040:0.037,1,0.630:0.621,1
2019,12,63000,0.072:0.150,3,0.056:0.072,3,0.023:0.036,3,0.849:0.742,3
2019,12,69700,0.161:0.252,2,0.233:0.282,2,0.074:0.068,2,0.531:0.398,2
2019,12,70600,0.189:0.354,1,0.027:0.060,1,0.062:0.061,1,0.722:0.525,1
2019,12,71000,0.084:0.203,2,0.181:0.250,2,0.063:0.065,2,0.673:0.482,2
2019,12,76600,0.149:0.294,2,0.084:0.221,2,0.039:0.028,2,0.729:0.457,2
2019,13,03440,0.203:0.296,2,0.047:0.075,2,0.025:0.049,2,0.725:0.580,2
2019,13,04000,0.174:0.442,3,0.038:0.039,3,0.072:0.072,3,0.716:0.446,3
2019,13,04204,0.418:0.550,1,0.037:0.028,1,0.045:0.048,1,0.499:0.373,1
2019,13,19000,0.337:0.447,3,0.032:0.061,3,0.053:0.055,3,0.577:0.437,3
2019,13,42425,0.040:0.107,2,0.090:0.091,2,0.246:0.256,2,0.624:0.546,2
2019,13,49008,0.197:0.511,1,0.021:0.029,1,0.039:0.029,1,0.743:0.431,1
2019,13,67284,0.053:0.121,2,0.058:0.079,2,0.068:0.092,2,0.822:0.708,2
2019,13,68516,0.038:0.220,1,0.046:0.077,1,0.060:0.121,1,0.856:0.582,1
2019,13,69000,0.219:0.451,3,0.083:0.042,3,0.048:0.039,3,0.650:0.467,3
2019,13,80508,0.162:0.310,2,0.033:0.041,2,0.066:0.060,2,0.739:0.590,2
2019,15,71550,0.005:0.028,1,0.017:0.068,1,0.783:0.698,1,0.195:0.207,1
2019,16,08830,0.002:0.006,2,0.030:0.067,2,0.048:0.056,2,0.920:0.872,2
2019,16,52120,0.004:0.009,3,0.041:0.093,3,0.038:0.048,3,0.917:0.850,3
2019,16,56260,NA:0.001,NA,0.098:0.176,2,0.026:0.039,2,0.877:0.785,2
2019,17,02154,0.007:0.023,3,0.071:0.151,3,0.092:0.136,3,0.830:0.690,3
2019,17,03012,0.044:0.076,2,0.188:0.304,2,0.114:0.081,2,0.654:0.539,2
2019,17,06613,0.042:0.062,2,0.015:0.041,2,0.023:0.055,2,0.921:0.842,2
2019,17,12385,0.041:0.135,3,0.008:0.048,3,0.106:0.121,3,0.844:0.696,3
2019,17,14000,0.130:0.295,1,0.161:0.212,1,0.115:0.086,1,0.594:0.407,1
2019,17,14351,0.085:0.121,2,0.313:0.479,2,0.040:0.045,2,0.562:0.355,2
2019,17,23074,0.015:0.044,2,0.157:0.272,2,0.087:0.069,2,0.741:0.616,2
2019,17,24582,0.028:0.084,2,0.044:0.075,2,0.165:0.189,2,0.763:0.652,2
2019,17,38570,0.101:0.160,2,0.151:0.202,2,0.029:0.023,2,0.719:0.615,2
2019,17,51622,0.035:0.069,2,0.056:0.096,2,0.197:0.153,2,0.711:0.683,2
2019,17,59000,0.079:0.170,3,0.022:0.033,3,0.054:0.056,3,0.846:0.741,3
2019,17,65000,0.048:0.176,3,0.120:0.130,3,0.055:0.036,3,0.777:0.657,3
2019,17,68003,0.018:0.051,2,0.082:0.111,2,0.187:0.175,2,0.712:0.663,2
2019,17,72000,0.045:0.124,2,0.016:0.016,2,0.019:0.031,2,0.919:0.829,2
2019,17,79293,0.088:0.194,2,0.220:0.369,2,0.058:0.059,2,0.634:0.378,2
2019,18,05860,0.006:0.028,2,0.024:0.025,2,0.038:0.091,2,0.933:0.856,2
2019,18,10342,0.015:0.027,2,0.008:0.027,2,0.096:0.106,2,0.881:0.839,2
2019,18,22000,0.013:0.088,3,0.002:0.015,3,0.022:0.029,3,0.963:0.868,3
2019,18,23278,0.021:0.028,2,0.019:0.031,2,0.064:0.065,2,0.896:0.877,2
2019,18,25000,0.055:0.143,1,0.062:0.066,1,0.055:0.050,1,0.827:0.741,1
2019,18,31000,0.171:0.305,3,0.388:0.345,3,0.001:0.008,3,0.439:0.342,3
2019,18,36003,0.150:0.287,1,0.046:0.064,1,0.047:0.045,1,0.756:0.604,1
2019,18,71000,0.141:0.241,3,0.069:0.092,3,0.049:0.038,3,0.741:0.630,3
2019,19,12000,0.005:0.055,3,0.007:0.019,3,0.023:0.042,3,0.964:0.884,3
2019,19,19000,0.011:0.081,3,0.033:0.061,3,0.042:0.037,3,0.913:0.821,3
