year,state,place,subgroup,share_meps20,share_meps20_quality
2018,18,23278,Other Races and Ethnicities,0,1
2016,18,31000,All,100,1
2019,18,10342,"Black, Non-Hispanic",0,1
2017,18,23278,All,0,1
2016,18,36003,All,,
2020,18,22000,Hispanic,27.381905,1
2017,18,23278,"Black, Non-Hispanic",0,1
2019,18,71000,"White, Non-Hispanic",31.27854,1
2020,18,36003,Other Races and Ethnicities,,
2019,18,71000,Hispanic,55.416668,1
2017,18,25000,Other Races and Ethnicities,45.20052,1
2016,18,10342,All,0,1
2020,18,31000,Other Races and Ethnicities,80.208336,1
2019,18,25000,Other Races and Ethnicities,42.639526,1
2017,18,36003,Other Races and Ethnicities,,
2017,18,31000,Other Races and Ethnicities,96.084831,1
2019,18,23278,Hispanic,0,1
2018,18,23278,Hispanic,0,1
2017,18,31000,"Black, Non-Hispanic",96.570824,1
2018,18,10342,All,0,1
2019,18,23278,"Black, Non-Hispanic",0,1
2020,18,10342,"White, Non-Hispanic",0,1
2016,18,23278,Other Races and Ethnicities,0,1
2017,18,5860,Hispanic,14.916286,1
2020,18,10342,All,0,1
2016,18,36003,"Black, Non-Hispanic",,
2018,18,10342,Other Races and Ethnicities,0,1
2016,18,23278,"White, Non-Hispanic",0,1
2016,18,36003,Other Races and Ethnicities,,
2017,18,23278,Hispanic,0,1
2020,18,10342,Hispanic,0,1
2016,18,71000,Other Races and Ethnicities,69.424133,1
2017,18,22000,"Black, Non-Hispanic",61.536152,1
2018,18,36003,"Black, Non-Hispanic",,
2016,18,25000,Hispanic,71.401421,1
2016,18,71000,"White, Non-Hispanic",59.463367,1
2018,18,71000,All,67.61232,1
2017,18,5860,All,10.332735,1
2018,18,23278,All,0,1
2018,18,23278,"Black, Non-Hispanic",0,1
2016,18,10342,Hispanic,0,1
2016,18,25000,All,48.871487,1
2016,18,71000,Hispanic,76.993942,1
2017,18,25000,"Black, Non-Hispanic",52.278915,1
2016,18,22000,"White, Non-Hispanic",43.185196,1
2018,18,22000,Other Races and Ethnicities,48.695961,1
2017,18,36003,"Black, Non-Hispanic",,
2016,18,10342,"Black, Non-Hispanic",0,1
2016,18,10342,"White, Non-Hispanic",0,1
2018,18,36003,Hispanic,,
2019,18,10342,Other Races and Ethnicities,0,1
2017,18,71000,All,65.206055,1
2016,18,5860,Hispanic,33.126934,1
2019,18,71000,"Black, Non-Hispanic",56.60545,1
2016,18,25000,"White, Non-Hispanic",31.304173,1
2020,18,25000,"Black, Non-Hispanic",42.087223,1
2020,18,23278,All,0,1
2018,18,36003,All,,
2018,18,31000,All,95.698578,1
2017,18,10342,Other Races and Ethnicities,0,1
2019,18,23278,Other Races and Ethnicities,0,1
2019,18,36003,Other Races and Ethnicities,,
2017,18,71000,Other Races and Ethnicities,61.111111,1
2018,18,36003,"White, Non-Hispanic",,
2016,18,31000,"White, Non-Hispanic",100,1
2018,18,22000,All,38.359707,1
2020,18,5860,All,2.3899372,1
2018,18,31000,"Black, Non-Hispanic",94.770958,1
2019,18,31000,Hispanic,43.637695,1
2019,18,5860,Hispanic,4.9088359,1
2018,18,71000,Hispanic,71.379478,1
2020,18,22000,"White, Non-Hispanic",11.202419,1
2020,18,23278,Other Races and Ethnicities,0,1
2017,18,36003,All,,
2019,18,5860,"Black, Non-Hispanic",7.4344025,1
2017,18,5860,"Black, Non-Hispanic",26.765188,1
2017,18,10342,All,0,1
2020,18,31000,All,81.015602,1
2019,18,22000,"White, Non-Hispanic",20.414593,1
2019,18,36003,All,,
2018,18,5860,Hispanic,18.906942,1
2019,18,5860,All,2.7396173,1
2020,18,5860,Hispanic,4.1608877,1
2018,18,71000,"Black, Non-Hispanic",75.409355,1
2018,18,5860,All,13.065488,1
2016,18,36003,"White, Non-Hispanic",,
2018,18,5860,"White, Non-Hispanic",11.131899,1
2018,18,71000,Other Races and Ethnicities,66.957367,1
2018,18,10342,"Black, Non-Hispanic",0,1
2019,18,31000,"White, Non-Hispanic",32.018112,1
2020,18,23278,"Black, Non-Hispanic",0,1
2017,18,31000,Hispanic,98.560394,1
2019,18,22000,All,29.887899,1
2019,18,23278,"White, Non-Hispanic",0,1
2017,18,23278,Other Races and Ethnicities,0,1
2017,18,5860,Other Races and Ethnicities,11.209843,1
2020,18,31000,"White, Non-Hispanic",75.793358,1
2018,18,25000,All,50.435196,1
2018,18,31000,"White, Non-Hispanic",95.156525,1
2020,18,23278,"White, Non-Hispanic",0,1
2019,18,25000,All,31.165323,1
2019,18,23278,All,0,1
2017,18,10342,"Black, Non-Hispanic",0,1
2018,18,5860,Other Races and Ethnicities,14.895013,1
2016,18,5860,"White, Non-Hispanic",23.372442,1
2018,18,5860,"Black, Non-Hispanic",32.10273,1
2019,18,22000,Hispanic,44.360901,1
2017,18,23278,"White, Non-Hispanic",0,1
2020,18,71000,All,22.678028,1
2019,18,5860,Other Races and Ethnicities,4.0803108,1
2020,18,25000,Other Races and Ethnicities,35.001343,1
2017,18,25000,Hispanic,50.867626,1
2018,18,31000,Hispanic,96.768951,1
2020,18,5860,"Black, Non-Hispanic",7.9528718,1
2017,18,22000,All,31.362995,1
2017,18,22000,Other Races and Ethnicities,40.628273,1
2018,18,25000,Hispanic,73.331223,1
2016,18,25000,"Black, Non-Hispanic",72.997246,1
2020,18,36003,"Black, Non-Hispanic",,
2019,18,36003,"Black, Non-Hispanic",,
2016,18,22000,Hispanic,69.606903,1
2016,18,31000,Hispanic,100,1
2020,18,23278,Hispanic,0,1
2016,18,31000,"Black, Non-Hispanic",100,1
2020,18,71000,"Black, Non-Hispanic",26.897171,1
2018,18,36003,Other Races and Ethnicities,,
2017,18,36003,Hispanic,,
2016,18,22000,All,50.808075,1
2017,18,5860,"White, Non-Hispanic",8.8324766,1
2016,18,31000,Other Races and Ethnicities,100,1
2020,18,25000,"White, Non-Hispanic",10.102241,1
2016,18,22000,"Black, Non-Hispanic",74.293526,1
2019,18,10342,Hispanic,0,1
2020,18,25000,Hispanic,41.707645,1
2018,18,25000,"White, Non-Hispanic",31.180841,1
2018,18,22000,"Black, Non-Hispanic",66.477951,1
2020,18,71000,Other Races and Ethnicities,21.992954,1
2018,18,25000,Other Races and Ethnicities,66.158539,1
2020,18,31000,Hispanic,83.678902,1
2018,18,25000,"Black, Non-Hispanic",74.795509,1
2017,18,22000,"White, Non-Hispanic",22.394182,1
2020,18,25000,All,24.754993,1
2019,18,31000,"Black, Non-Hispanic",35.490372,1
2020,18,22000,"Black, Non-Hispanic",38.192841,1
2020,18,36003,"White, Non-Hispanic",,
2019,18,5860,"White, Non-Hispanic",2.0310881,1
2020,18,31000,"Black, Non-Hispanic",79.551125,1
2019,18,25000,"White, Non-Hispanic",15.669862,1
2020,18,71000,Hispanic,25.926842,1
2019,18,10342,"White, Non-Hispanic",0,1
2017,18,10342,Hispanic,0,1
2020,18,5860,"White, Non-Hispanic",1.6794732,1
2016,18,5860,"Black, Non-Hispanic",43.127148,1
2020,18,10342,Other Races and Ethnicities,0,1
2016,18,25000,Other Races and Ethnicities,64.238312,1
2020,18,71000,"White, Non-Hispanic",14.696486,1
2019,18,36003,Hispanic,,
2017,18,25000,All,31.854864,1
2019,18,22000,"Black, Non-Hispanic",59.083191,1
2020,18,10342,"Black, Non-Hispanic",0,1
2020,18,36003,All,,
2016,18,71000,"Black, Non-Hispanic",78.351799,1
2017,18,31000,"White, Non-Hispanic",98.248589,1
2019,18,25000,"Black, Non-Hispanic",48.873222,1
2017,18,25000,"White, Non-Hispanic",16.396646,1
2018,19,19000,All,35.124928,1
2018,19,21000,"White, Non-Hispanic",40.966938,1
2016,19,19000,"Black, Non-Hispanic",68.11544,1
2018,19,12000,"Black, Non-Hispanic",37.15358,1
2017,19,12000,Other Races and Ethnicities,21.885057,1
2020,19,73335,"White, Non-Hispanic",2.6554201,1
2020,19,19000,"Black, Non-Hispanic",19.332645,1
2017,19,21000,Other Races and Ethnicities,58.19241,1
2017,19,19000,Other Races and Ethnicities,32.271385,1
2019,19,73335,Other Races and Ethnicities,12.513543,1
2016,19,12000,All,22.693119,1
2020,19,21000,All,34.919357,1
2018,19,21000,Other Races and Ethnicities,60.804768,1
2016,19,73335,"Black, Non-Hispanic",59.651474,1
2018,19,19000,"Black, Non-Hispanic",43.031124,1
2019,19,21000,Hispanic,57.785465,1
2017,19,12000,Hispanic,25.334324,1
2017,19,19000,"Black, Non-Hispanic",38.740322,1
2017,19,21000,All,54.627251,1
2019,19,73335,Hispanic,9.3614502,1
2017,19,12000,All,17.538504,1
2016,19,21000,"White, Non-Hispanic",55.428646,1
2017,19,73335,"White, Non-Hispanic",23.00618,1
2016,19,12000,Other Races and Ethnicities,28.952381,1
2018,19,12000,Other Races and Ethnicities,25.333334,1
2020,19,12000,All,4.6318007,1
2018,19,21000,"Black, Non-Hispanic",65.740067,1
2017,19,19000,"White, Non-Hispanic",24.335379,1
2020,19,19000,Other Races and Ethnicities,17.211704,1
2020,19,73335,Hispanic,20.422674,1
2019,19,73335,All,9.7980556,1
2016,19,73335,All,50.589397,1
2017,19,73335,"Black, Non-Hispanic",39.649124,1
2016,19,21000,Hispanic,80.159531,1
2017,19,21000,"White, Non-Hispanic",40.918438,1
2016,19,21000,Other Races and Ethnicities,69.86998,1
2016,19,73335,Other Races and Ethnicities,57.0802,1
2020,19,19000,Hispanic,21.923475,1
2018,19,12000,"White, Non-Hispanic",13.627091,1
2016,19,21000,All,67.278587,1
2017,19,21000,"Black, Non-Hispanic",63.064274,1
2016,19,19000,All,62.368401,1
2017,19,19000,All,29.621895,1
2017,19,73335,Other Races and Ethnicities,35.322197,1
2020,19,12000,Other Races and Ethnicities,5.7587223,1
2019,19,12000,All,14.90205,1
2019,19,21000,All,47.683773,1
2020,19,12000,"Black, Non-Hispanic",10.016978,1
2019,19,73335,"White, Non-Hispanic",8.0853624,1
2018,19,19000,"White, Non-Hispanic",29.498526,1
2016,19,19000,"White, Non-Hispanic",58.340004,1
2018,19,73335,"Black, Non-Hispanic",25.331972,1
2018,19,73335,Hispanic,23.45808,1
2016,19,12000,"Black, Non-Hispanic",38.94091,1
2018,19,73335,"White, Non-Hispanic",14.302513,1
2018,19,73335,Other Races and Ethnicities,19.534883,1
2018,19,19000,Other Races and Ethnicities,39.16914,1
2016,19,73335,Hispanic,61.238281,1
2016,19,12000,Hispanic,29.473684,1
2020,19,21000,"White, Non-Hispanic",21.2507,1
2016,19,12000,"White, Non-Hispanic",17.955421,1
2020,19,21000,Other Races and Ethnicities,39.472664,1
2019,19,19000,"White, Non-Hispanic",13.326551,1
2019,19,19000,Other Races and Ethnicities,20.170454,1
2016,19,21000,"Black, Non-Hispanic",75.081863,1
2019,19,19000,"Black, Non-Hispanic",21.755089,1
2018,19,12000,All,19.441784,1
2020,19,19000,"White, Non-Hispanic",11.350023,1
2020,19,12000,"White, Non-Hispanic",3.0051813,1
2019,19,21000,"White, Non-Hispanic",34.369873,1
2018,19,73335,All,18.753937,1
2017,19,19000,Hispanic,33.780426,1
2019,19,12000,Other Races and Ethnicities,19.069572,1
2016,19,19000,Hispanic,67.463417,1
2020,19,12000,Hispanic,4.810298,1
2018,19,12000,Hispanic,26.74581,1
2019,19,12000,"Black, Non-Hispanic",28.30448,1
2018,19,21000,All,56.051762,1
2017,19,73335,Hispanic,38.19651,1
2017,19,12000,"White, Non-Hispanic",12.485842,1
2017,19,21000,Hispanic,68.190727,1
2019,19,73335,"Black, Non-Hispanic",17.387466,1
2020,19,21000,"Black, Non-Hispanic",42.016933,1
2018,19,21000,Hispanic,69.154388,1
2020,19,73335,Other Races and Ethnicities,14.837286,1
2019,19,12000,Hispanic,21.649485,1
2019,19,21000,"Black, Non-Hispanic",55.437664,1
2019,19,12000,"White, Non-Hispanic",10.16586,1
2020,19,19000,All,15.463918,1
2017,19,73335,All,30.496054,1
2019,19,19000,All,17.494331,1
2019,19,21000,Other Races and Ethnicities,52.341808,1
2018,19,19000,Hispanic,40.039841,1
2020,19,73335,"Black, Non-Hispanic",15.717927,1
2020,19,73335,All,11.470079,1
2016,19,19000,Other Races and Ethnicities,64.223892,1
2020,19,21000,Hispanic,45.722904,1
2019,19,19000,Hispanic,22.997543,1
2017,19,12000,"Black, Non-Hispanic",33.899296,1
2016,19,73335,"White, Non-Hispanic",41.475544,1
2017,20,52575,Hispanic,22.897749,1
2018,20,79000,All,68.941666,1
2018,20,53775,"Black, Non-Hispanic",0,1
2017,20,36000,Hispanic,95.583405,1
2019,20,71000,All,43.582573,1
2017,20,52575,"White, Non-Hispanic",3.4318445,1
2020,20,38900,All,0,1
2016,20,71000,"White, Non-Hispanic",34.663815,1
2019,20,36000,Hispanic,84.458748,1
2018,20,36000,Other Races and Ethnicities,87.663681,1
2017,20,38900,"Black, Non-Hispanic",11.827957,1
2016,20,52575,"Black, Non-Hispanic",11.018131,1
2020,20,52575,All,3.3505969,1
2020,20,36000,"White, Non-Hispanic",53.475937,1
2018,20,36000,Hispanic,92.581711,1
2020,20,36000,Other Races and Ethnicities,82.431503,1
2020,20,38900,"White, Non-Hispanic",0,1
2018,20,53775,"White, Non-Hispanic",0,1
2016,20,71000,"Black, Non-Hispanic",75.763084,1
2020,20,71000,"White, Non-Hispanic",14.658119,1
2017,20,38900,"White, Non-Hispanic",7.488378,1
2017,20,53775,"White, Non-Hispanic",0,1
2018,20,38900,Other Races and Ethnicities,11.411105,1
2020,20,79000,Hispanic,78.53717,1
2016,20,53775,Other Races and Ethnicities,0,1
2017,20,36000,All,88.333221,1
2017,20,71000,All,59.244362,1
2018,20,79000,Other Races and Ethnicities,61.71302,1
2016,20,36000,Hispanic,96.276138,1
2017,20,71000,"Black, Non-Hispanic",85.621155,1
2018,20,79000,Hispanic,84.111893,1
2016,20,52575,All,8.4304819,1
2018,20,71000,"Black, Non-Hispanic",78.781204,1
2016,20,38900,Other Races and Ethnicities,9.0342684,1
2018,20,79000,"White, Non-Hispanic",54.729729,1
2020,20,53775,"Black, Non-Hispanic",0,1
2018,20,52575,All,3.7537634,1
2018,20,53775,All,0,1
2020,20,38900,"Black, Non-Hispanic",0,1
2016,20,38900,Hispanic,10.488246,1
2018,20,52575,Hispanic,12.744721,1
2019,20,53775,"Black, Non-Hispanic",0,1
2019,20,38900,Hispanic,0,1
2017,20,79000,Hispanic,84.355331,1
2016,20,53775,"White, Non-Hispanic",0,1
2016,20,79000,"Black, Non-Hispanic",74.419106,1
2016,20,52575,"White, Non-Hispanic",4.3780804,1
2018,20,38900,"White, Non-Hispanic",6.9343066,1
2019,20,52575,Other Races and Ethnicities,2.9673591,1
2018,20,52575,Other Races and Ethnicities,3.0774434,1
2016,20,71000,Hispanic,69.638145,1
2020,20,36000,"Black, Non-Hispanic",88.568726,1
2017,20,38900,Hispanic,11.870196,1
2016,20,38900,"Black, Non-Hispanic",11.286089,1
2017,20,53775,All,0,1
2017,20,52575,Other Races and Ethnicities,5.5165143,1
2020,20,38900,Other Races and Ethnicities,0,1
2017,20,71000,"White, Non-Hispanic",44.073284,1
2019,20,79000,Other Races and Ethnicities,57.460407,1
2016,20,79000,Other Races and Ethnicities,63.120373,1
2018,20,53775,Other Races and Ethnicities,0,1
2020,20,53775,"White, Non-Hispanic",0,1
2019,20,38900,All,0,1
2017,20,36000,"White, Non-Hispanic",69.772766,1
2019,20,79000,Hispanic,81.465469,1
2018,20,71000,"White, Non-Hispanic",37.260712,1
2017,20,38900,Other Races and Ethnicities,10.908142,1
2018,20,71000,Hispanic,74.224579,1
2020,20,71000,All,27.074415,1
2020,20,53775,Other Races and Ethnicities,0,1
2016,20,53775,"Black, Non-Hispanic",0,1
2018,20,38900,All,8.5909204,1
2020,20,52575,"Black, Non-Hispanic",2.5850925,1
2018,20,38900,Hispanic,12.809917,1
2020,20,52575,Other Races and Ethnicities,2.135118,1
2019,20,71000,Hispanic,67.370667,1
2016,20,52575,Other Races and Ethnicities,7.1275072,1
2019,20,79000,All,65.619888,1
2019,20,71000,"White, Non-Hispanic",27.359343,1
2019,20,53775,Hispanic,0,1
2019,20,53775,"White, Non-Hispanic",0,1
2017,20,53775,Other Races and Ethnicities,0,1
2020,20,52575,Hispanic,12.142989,1
2016,20,79000,Hispanic,85.673302,1
2017,20,36000,"Black, Non-Hispanic",89.916916,1
2018,20,52575,"White, Non-Hispanic",1.6111966,1
2017,20,52575,All,7.0647249,1
2020,20,53775,Hispanic,0,1
2016,20,36000,Other Races and Ethnicities,91.725677,1
2017,20,71000,Other Races and Ethnicities,63.473911,1
2019,20,52575,"Black, Non-Hispanic",3.8086803,1
2016,20,53775,All,0,1
2017,20,79000,"Black, Non-Hispanic",75.473114,1
2019,20,52575,Hispanic,13.275829,1
2019,20,79000,"White, Non-Hispanic",50.734135,1
2019,20,71000,Other Races and Ethnicities,47.786415,1
2019,20,52575,"White, Non-Hispanic",1.4864864,1
2016,20,79000,All,69.534889,1
2020,20,71000,Hispanic,45.631264,1
2016,20,71000,Other Races and Ethnicities,50.909092,1
2020,20,38900,Hispanic,0,1
2020,20,79000,"Black, Non-Hispanic",67.724228,1
2020,20,79000,All,61.96793,1
2018,20,36000,All,86.215088,1
2019,20,53775,All,0,1
2017,20,52575,"Black, Non-Hispanic",6.9168172,1
2019,20,53775,Other Races and Ethnicities,0,1
2018,20,38900,"Black, Non-Hispanic",11.936339,1
2018,20,71000,Other Races and Ethnicities,55.526802,1
2019,20,36000,Other Races and Ethnicities,80.199669,1
2018,20,36000,"Black, Non-Hispanic",89.207275,1
2016,20,53775,Hispanic,0,1
2016,20,36000,"Black, Non-Hispanic",93.772491,1
2019,20,71000,"Black, Non-Hispanic",67.658424,1
2019,20,36000,All,78.198494,1
2016,20,36000,All,89.862946,1
2019,20,38900,"White, Non-Hispanic",0,1
2019,20,36000,"Black, Non-Hispanic",84.084961,1
2016,20,36000,"White, Non-Hispanic",69.758553,1
2019,20,38900,"Black, Non-Hispanic",0,1
2017,20,79000,"White, Non-Hispanic",54.201077,1
2016,20,79000,"White, Non-Hispanic",55.636681,1
2020,20,71000,"Black, Non-Hispanic",47.333069,1
2018,20,79000,"Black, Non-Hispanic",75.641975,1
2017,20,71000,Hispanic,80.11264,1
2020,20,36000,All,82.207848,1
2016,20,38900,"White, Non-Hispanic",6.1685491,1
2020,20,71000,Other Races and Ethnicities,27.584948,1
2020,20,36000,Hispanic,89.736534,1
2020,20,52575,"White, Non-Hispanic",1.3233879,1
2018,20,71000,All,52.507824,1
2017,20,53775,"Black, Non-Hispanic",0,1
2020,20,53775,All,0,1
2017,20,38900,All,8.7531805,1
2019,20,79000,"Black, Non-Hispanic",72.552116,1
2019,20,52575,All,3.8029606,1
2017,20,53775,Hispanic,0,1
2017,20,36000,Other Races and Ethnicities,90.11142,1
2019,20,38900,Other Races and Ethnicities,0,1
2016,20,52575,Hispanic,25.755974,1
2018,20,53775,Hispanic,0,1
2018,20,52575,"Black, Non-Hispanic",3.6235087,1
2017,20,79000,Other Races and Ethnicities,60.531048,1
2016,20,38900,All,7.366467,1
2017,20,79000,All,68.557343,1
2019,20,36000,"White, Non-Hispanic",52.944454,1
2018,20,36000,"White, Non-Hispanic",66.477776,1
2020,20,79000,Other Races and Ethnicities,53.480228,1
2016,20,71000,All,49.322575,1
2020,20,79000,"White, Non-Hispanic",46.623154,1
2020,21,46027,"Black, Non-Hispanic",55.039246,1
2016,21,48006,All,69.667526,1
2016,21,46027,"Black, Non-Hispanic",63.090359,1
2017,21,46027,Hispanic,66.700912,1
2016,21,46027,All,46.530151,1
2019,21,48006,Hispanic,51.64864,1
2017,21,48006,"White, Non-Hispanic",60.355911,1
2020,21,48006,All,53.129574,1
2017,21,48006,Hispanic,80.787323,1
2018,21,46027,Other Races and Ethnicities,25.648085,1
2017,21,46027,All,48.714256,1
2018,21,46027,"White, Non-Hispanic",22.570637,1
2018,21,48006,All,60.919895,1
2020,21,48006,Hispanic,60.494732,1
2018,21,46027,Hispanic,45.695366,1
2017,21,48006,Other Races and Ethnicities,62.487648,1
2020,21,46027,Hispanic,58.287292,1
2016,21,46027,Hispanic,67.250572,1
2020,21,48006,"White, Non-Hispanic",39.775547,1
2018,21,46027,All,32.545788,1
2017,21,46027,"Black, Non-Hispanic",67.899124,1
2020,21,46027,Other Races and Ethnicities,28.568312,1
2020,21,48006,Other Races and Ethnicities,46.990715,1
2017,21,48006,"Black, Non-Hispanic",78.892113,1
2019,21,46027,"White, Non-Hispanic",22.627148,1
2020,21,46027,All,39.445469,1
2018,21,48006,Hispanic,69.24057,1
2018,21,48006,Other Races and Ethnicities,54.809143,1
2017,21,46027,"White, Non-Hispanic",36.691864,1
2019,21,46027,All,32.910339,1
2020,21,48006,"Black, Non-Hispanic",66.272209,1
2016,21,46027,"White, Non-Hispanic",34.809807,1
2018,21,48006,"Black, Non-Hispanic",71.401222,1
2018,21,46027,"Black, Non-Hispanic",47.760727,1
2019,21,46027,"Black, Non-Hispanic",47.559372,1
2019,21,48006,All,47.44957,1
2016,21,48006,"Black, Non-Hispanic",79.376572,1
2016,21,48006,Other Races and Ethnicities,62.934063,1
2017,21,48006,All,69.739815,1
2020,21,46027,"White, Non-Hispanic",27.005388,1
2019,21,48006,Other Races and Ethnicities,40.921909,1
2019,21,48006,"White, Non-Hispanic",36.37859,1
2016,21,46027,Other Races and Ethnicities,37.782806,1
2019,21,46027,Other Races and Ethnicities,25.749144,1
2016,21,48006,"White, Non-Hispanic",60.386341,1
2018,21,48006,"White, Non-Hispanic",50.59465,1
2019,21,46027,Hispanic,46.402786,1
2017,21,46027,Other Races and Ethnicities,37.697464,1
2016,21,48006,Hispanic,79.889954,1
2019,21,48006,"Black, Non-Hispanic",59.578495,1
2016,22,41155,Hispanic,46.871311,1
2016,22,41155,"White, Non-Hispanic",13.670266,1
2016,22,55000,"Black, Non-Hispanic",84.219986,1
2019,22,55000,Other Races and Ethnicities,44.106667,1
2020,22,55000,"Black, Non-Hispanic",78.276543,1
2019,22,70000,Other Races and Ethnicities,36.146378,1
2017,22,40735,Other Races and Ethnicities,23.404255,1
2017,22,5000,"White, Non-Hispanic",25.520775,1
2018,22,40735,Other Races and Ethnicities,23.06959,1
2020,22,40735,Hispanic,71.368546,1
2019,22,40735,"Black, Non-Hispanic",53.902256,1
2018,22,55000,"White, Non-Hispanic",22.026432,1
2018,22,41155,"White, Non-Hispanic",12.348807,1
2017,22,5000,"Black, Non-Hispanic",85.384438,1
2016,22,55000,Hispanic,72.947166,1
2019,22,41155,All,39.001522,1
2019,22,70000,Hispanic,54.758713,1
2017,22,55000,Hispanic,68.145058,1
2017,22,41155,"Black, Non-Hispanic",64.187355,1
2016,22,55000,All,75.219727,1
2020,22,40735,All,71.320015,1
2017,22,41155,Other Races and Ethnicities,23.363544,1
2017,22,41155,All,39.248249,1
2018,22,5000,"White, Non-Hispanic",6.6722736,1
2018,22,5000,Other Races and Ethnicities,19.606298,1
2019,22,55000,Hispanic,68.991646,1
2017,22,55000,"Black, Non-Hispanic",78.80307,1
2017,22,5000,All,72.550926,1
2017,22,55000,Other Races and Ethnicities,43.485714,1
2018,22,40735,All,34.660755,1
2020,22,5000,"Black, Non-Hispanic",49.464783,1
2018,22,5000,"Black, Non-Hispanic",58.685318,1
2017,22,41155,Hispanic,40.896358,1
2018,22,41155,"Black, Non-Hispanic",72.540947,1
